content_traduzido,spacy_lemma,sentiment,sentiment_predicted
"shein simplesmente maravilhosa produtos boa qualidade bom preco praticame nte viciada compras neste site bom alem entrega rapida segura boa boa ter vida legal muita vida estrada eu pessoa parece amor eu quero voltar cidade natal viverve identidade cultura e unica coisa ainda acho bom dia dia posso tirar carro ruim noite dependente outras pessoas eu vou vender carros brasil nao sorte venda carro e quero entrar show quero festa dia mentira so feliz festa presente","['sheinr', 'simplesmente', 'maravilhoso', 'produto', 'bom', 'qualidade', 'bom', 'preco', 'praticamar', 'nte', 'viciar', 'compra', 'site', 'bom', 'aler', 'entrega', 'rapir', 'seguro', 'bom', 'bom', 'ter', 'vida', 'legal', 'vida', 'estrada', 'parecer', 'amor', 'querer', 'voltar', 'cidade', 'natal', 'viverve', 'identidade', 'cultura', 'unico', 'coisa', 'ainda', 'achar', 'bom', 'dia', 'dia', 'poder', 'tirar', 'carro', 'ruim', 'noite', 'dependente', 'pessoa', 'vender', 'carro', 'Brasil', 'nao', 'sorte', 'vend', 'carro', 'querer', 'entrar', 'show', 'querer', 'festa', 'dia', 'feliz', 'festa', 'presente']","happiness","happiness"
"shein simplesmente maravilhosa produtos boa qualidade bom preco praticame nte viciada compras neste site bom alem entrega rapida segura a experiencia produto sempre grande base clientes site marca excelente nao problemas usuario final","['sheinr', 'simplesmente', 'maravilhoso', 'produto', 'bom', 'qualidade', 'bom', 'preco', 'praticamar', 'nte', 'viciar', 'compra', 'site', 'bom', 'aler', 'entrega', 'rapir', 'seguro', 'experiencia', 'produto', 'sempre', 'grande', 'base', 'cliente', 'marcar', 'excelente', 'problema', 'usuario', 'final']","happiness","happiness"
"ruim atrapalha uso celular dois dois segundo aparece detectando algo errado causa transtorno app nao presta simples assim pessoa passa dificuldades fica raiva raiva causa disso ninguem importa e primeira vez uso celular evitado","['ruim', 'atrapalhar', 'uso', 'celular', 'segundo', 'aparecer', 'detectar', 'errar', 'causa', 'transtorno', 'app', 'nao', 'presta', 'simples', 'assim', 'pessoa', 'passar', 'dificuldade', 'ficar', 'raivo', 'raivo', 'causa', 'importar', 'primeiro', 'vez', 'uso', 'celular', 'evitar']","anger","erro"
"ruim atrapalha uso celular dois dois segundo aparece detectando algo errado causa transtorno app nao presta simples assim fim ciclo app acaba recuperar provisionar faz se app parado mesma pessoa fazendo algo errado consegue recuperar acaba causando transtorno sai hora recuperado","['ruim', 'atrapalhar', 'uso', 'celular', 'segundo', 'aparecer', 'detectar', 'errar', 'causa', 'transtorno', 'app', 'nao', 'presta', 'simples', 'assim', 'fim', 'ciclo', 'app', 'acabar', 'recuperar', 'provisionar', 'fazer', 'app', 'parar', 'mesmo', 'pessoa', 'fazer', 'errar', 'conseguir', 'recuperar', 'acabar', 'causar', 'transtorno', 'sair', 'hora', 'recuperar']","anger","disgust"
"ruim atrapalha uso celular dois dois segundo aparece detectando algo errado causa transtorno app nao presta simples assim fica aparencia homem normal segundo tempo sentado pensa tudo ocorre fizer amasse entao app lembra tudo aconteceu resolver problema pessoa lembre frase fez pra app fala dessa frase diz melhor amigo dando vez tudo lembra objeto acaba dizendo objeto dando vez sendo comprado fica confuso realmente usando computador","['ruim', 'atrapalhar', 'uso', 'celular', 'segundo', 'aparecer', 'detectar', 'errar', 'causa', 'transtorno', 'app', 'nao', 'presta', 'simples', 'assim', 'ficar', 'aparencia', 'homem', 'normal', 'tempo', 'sentar', 'pensar', 'ocorrer', 'fizer', 'amar', 'entao', 'app', 'lembrar', 'acontecer', 'resolver', 'problema', 'lembre', 'frase', 'fazer', 'app', 'falar', 'frase', 'dizer', 'bom', 'amigo', 'dar', 'vez', 'lembrar', 'objeto', 'acabar', 'dizer', 'objeto', 'dar', 'vez', 'comprar', 'ficar', 'confuso', 'realmente', 'usar', 'computador']","anger","disgust"
"ruim atrapalha uso celular dois dois segundo aparece detectando algo errado causa transtorno app nao presta simples assim chamado app faz app tente esconder vital importancia vida usuario caso tente fugir seguranca consegue esconder perigo app chao conhecido arder outro capacidade monitorar atacar arder preciso chamada arder","['ruim', 'atrapalhar', 'uso', 'celular', 'segundo', 'aparecer', 'detectar', 'errar', 'causa', 'transtorno', 'app', 'nao', 'presta', 'simples', 'assim', 'chamar', 'app', 'fazer', 'app', 'tentar', 'esconder', 'vital', 'importancia', 'vida', 'usuario', 'tentar', 'fugir', 'seguranca', 'conseguir', 'esconder', 'perigo', 'app', 'chao', 'conhecer', 'arder', 'capacidade', 'monitorar', 'atacar', 'arder', 'preciso', 'chamar', 'arder']","anger","disgust"
"ultima atualizacao deixou teclado pessimo layout organizacao parte figurinhas tambem ficou pesado bessa querem colocar muita coisa estao estragando app melhor simples jeito menos metanto solucao aperceber botoes botoes pessimo pessimo figurinhas modo fique botao bem preciso mao outras maos outras maos fica presa mao solucao instrumento onde deve tocar toca bem preciso figurinhas solucao instrumento onde deve tocar deve tocar instrumento onde toca bem preciso mao toca","['ultimo', 'atualizacao', 'deixar', 'teclar', 'pessimo', 'layout', 'organizacao', 'parte', 'figurinha', 'tamber', 'ficar', 'pesado', 'bessa', 'querer', 'colocar', 'coisa', 'estao', 'estragar', 'app', 'bom', 'simples', 'jeito', 'menos', 'metanto', 'solucao', 'aperceber', 'botoes', 'botoes', 'pessimo', 'pessimo', 'figurinha', 'modo', 'ficar', 'bem', 'preciso', 'mao', 'mao', 'ficar', 'presa', 'solucao', 'instrumento', 'dever', 'tocar', 'tocar', 'bem', 'preciso', 'figurinha', 'solucao', 'instrumento', 'dever', 'tocar', 'dever', 'tocar', 'instrumento', 'tocar', 'bem', 'preciso', 'tocar']","anger","disgust"
"ultima atualizacao deixou teclado pessimo layout organizacao parte figurinhas tambem ficou pesado bessa querem colocar muita coisa estao estragando app melhor simples jeito menos meta jogo tipo desejado barato menos necessario sistema orientacao torna complexo o modo nave exploda feito pessim controle besulas maior teclado pessimo layout simples jogos anteriores o modo configuracao interessante modo organizacao dificil jogos anteriores dificil menos interessante conhecia caracteristicas jogo certas sempre mesmas","['ultimo', 'atualizacao', 'deixar', 'teclar', 'pessimo', 'layout', 'organizacao', 'parte', 'figurinha', 'tamber', 'ficar', 'pesado', 'bessa', 'querer', 'colocar', 'coisa', 'estao', 'estragar', 'app', 'bom', 'simples', 'jeito', 'menos', 'meta', 'jogo', 'tipo', 'desejar', 'barato', 'necessario', 'sistema', 'orientacao', 'tornar', 'complexo', 'modo', 'nave', 'exploda', 'fazer', 'pessim', 'Controle', 'besula', 'grande', 'teclar', 'pessimo', 'layout', 'simples', 'jogo', 'anterior', 'modo', 'configuracao', 'interessante', 'modo', 'organizacao', 'dificil', 'jogo', 'anterior', 'dificil', 'menos', 'interessante', 'conhecia', 'caracteristico', 'jogo', 'sempre', 'mesmo']","anger","disgust"
"aplicativo horrivel nao presta lixo valor diz nada acerca diz sobre coisas dizem nele o nome especie mesma larophabagus especie cobra venenosa nativa europa africa a especie sido amplamente cultivada uso ornamental principalmente forragem ornamento chapeus","['aplicativo', 'horrivel', 'naoer', 'presta', 'lixo', 'valor', 'dizer', 'acerca', 'dizer', 'coisa', 'dizer', 'nome', 'especie', 'mesmo', 'larophabagus', 'especie', 'cobra', 'venenoso', 'nativo', 'africo', 'especie', 'amplamente', 'cultivar', 'uso', 'ornamental', 'principalmente', 'forragem', 'ornamento', 'chapeu']","anger","disgust"
"aplicativo horrivel nao presta lixo no entanto palavra original horrivel pode traduzida presta nada","['aplicativo', 'horrivel', 'nao', 'presta', 'lixo', 'entanto', 'palavra', 'original', 'horrivel', 'poder', 'traduzido', 'presta']","anger","disgust"
"aplicativo horrivel nao presta lixo os horrivels devem preocupar proprias vidas vitimas possam causar e culpa vale horrivels maioria vitimas eles simplesmente expoem vidas os horrivels aplicam sobre cometem suicidio doencas graves nao fazem favor suicidio deixam morrer morrer o suicidio problema e vitimas aproveitam tempo fingir menos uteis horrivels acabam matando horrivels","['aplicativo', 'horrivel', 'nao', 'presta', 'lixo', 'horrivels', 'dever', 'preocupar', 'proprio', 'vida', 'vitimo', 'poder', 'causar', 'culpa', 'valer', 'horrivels', 'maioria', 'vitimo', 'simplesmente', 'expoem', 'vir', 'aplicar', 'cometem', 'suicidio', 'doenca', 'grave', 'fazer', 'favor', 'suicidio', 'deixar', 'morrer', 'morrer', 'suicidio', 'problema', 'vitima', 'aproveitar', 'tempo', 'fingir', 'utel', 'horrivels', 'acabar', 'matar']","anger","anger"
"aplicativo horrivel nao presta lixo casa depois passar delegacia fica medo cidade vazia espera pessoas vao continuar fazer lixo fiquem la","['aplicativo', 'horrivel', 'nao', 'presta', 'lixo', 'casa', 'depois', 'passar', 'delegacia', 'ficar', 'medo', 'cidade', 'vazer', 'esperar', 'pessoa', 'continuar', 'fazer', 'lixo', 'ficar']","anger","disgust"
"ruim n funciona direto indiretamente exemplo suponha pessoa sobrenome fazendo compras compra casa compra carro etc","['ruim', 'funcionar', 'direto', 'indiretamente', 'exemplo', 'pessoo', 'sobrenome', 'fazer', 'compra', 'compra', 'casa', 'compra', 'carro', 'etc']","anger","disgust"
"ruim n funciona direto indireta exemplo pessoa prejudicada morte irmao crianca morre facilmente pai crianca morre causa acidente carro","['ruim', 'funcionar', 'direto', 'indireta', 'exemplo', 'pessoa', 'prejudicar', 'morte', 'irmao', 'crianca', 'morrer', 'facilmente', 'pai', 'crianca', 'morrer', 'causa', 'acidente', 'carro']","anger","sadness"
"ruim n funciona direto tempo execucao horas resultados processamento horas","['ruim', 'funcionar', 'direto', 'tempo', 'execucao', 'hora', 'resultado', 'processamento', 'hora']","anger","disgust"
"ruim n funciona direto pois ficar bem fara coisas boas","['ruim', 'funcionar', 'direto', 'ficar', 'bem', 'farar', 'coisa', 'bom']","anger","disgust"
"ruim n funciona direto sistema controle gerenciamento trafego trafego ruim melhor servico","['ruim', 'funcionar', 'direto', 'sistema', 'controle', 'gerenciamento', 'trafego', 'trafego', 'ruim', 'bom', 'servico']","anger","disgust"
"deixa desejar assistencia opcoes reembolso nao sao completas fiz pedido itens so chegou solicitei reembolso pedido faltou shopee pediu devolucao nao devolver algo nao chegou ate mim sai prejuizo loja aproveitou limitacao app realizar reembolso alguns dias vou trabalhar depois senhora sai deixa agradecendo tudo tudo fiz pois senhora disse dinheiro recuse feito pagamento eu disse senhora fez pedido ajuda conseguido ajuda assim pediu dinheiro senhora disse sido presente sr llewelyn sr willey peco dito feito eu entao porque presente sr willey willey mesma pessoa presente willey peco dito eu entao feito porque llewelyn peco dito entao porque llewelyn dito entao entao havia feito havia","['deixar', 'desejar', 'assistencia', 'reembolso', 'nao', 'completa', 'fiz', 'pedir', 'item', 'so', 'chegar', 'solicitar', 'reembolso', 'pedido', 'faltou', 'shopee', 'pedir', 'devolucao', 'devolver', 'chegar', 'sair', 'prejuizo', 'loja', 'aproveitar', 'limitacao', 'app', 'realizar', 'reembolso', 'dia', 'trabalhar', 'depois', 'senhora', 'sair', 'deixar', 'agradecer', 'fiz', 'senhora', 'dizer', 'dinheiro', 'fazer', 'pagamento', 'dizer', 'senhora', 'fazer', 'pedido', 'ajuda', 'conseguir', 'ajudar', 'assim', 'pedir', 'dinheiro', 'dizer', 'presente', 'llewelyn', 'peco', 'dizer', 'fazer', 'entao', 'presente', 'mesmo', 'pessoa', 'presente', 'peco', 'dizer', 'entao', 'fazer', 'llewelyn', 'peco', 'dizer', 'entao', 'llewelyn', 'dizer', 'entao', 'entao', 'fazer', 'haver']","anger","disgust"
"deixa desejar assistencia opcoes reembolso nao sao completas fiz pedido itens so chegou solicitei reembolso pedido faltou shopee pediu devolucao nao devolver algo nao chegou ate mim sai prejuizo loja aproveitou limitacao app realizar reembolso fim evitar compradores novo livro saissem vez paisario mas disse lembro livro encontrava velho entao novo livro mercearia pois havia divida prefeitura cidade porque comprado","['deixar', 'desejar', 'assistencia', 'reembolso', 'nao', 'completa', 'fiz', 'pedir', 'item', 'so', 'chegar', 'solicitar', 'reembolso', 'pedido', 'faltou', 'shopee', 'pedir', 'devolucao', 'devolver', 'chegar', 'sair', 'prejuizo', 'loja', 'aproveitar', 'limitacao', 'app', 'realizar', 'reembolso', 'fim', 'evitar', 'comprador', 'novo', 'livro', 'sair', 'vez', 'paisario', 'dizer', 'lembro', 'livro', 'encontrar', 'velho', 'entao', 'novo', 'livro', 'mercear', 'divido', 'prefeitura', 'cidade', 'comprar']","anger","disgust"
"vms la app horrivel atrapalha plmdsparade aparecer app so trouxe virus celular e celular funcionando bem no momento app mentado tempo voltou tudo mudou","['vms', 'horrivel', 'atrapalhar', 'plmdsparader', 'aparecer', 'app', 'trazer', 'virus', 'celular', 'celular', 'funcionar', 'bem', 'momento', 'app', 'mentar', 'tempo', 'voltar', 'mudar']","anger","disgust"
"vms la app horrivel atrapalha plmdsparade aparecer app so trouxe virus celular no dia agosto durante visita portugal continental anunciado nome campanha presidente vice presidente antonio guterres regular acesso informacao fundo milhoes","['vms', 'horrivel', 'atrapalhar', 'plmdsparader', 'aparecer', 'app', 'trazer', 'virus', 'celular', 'dia', 'agosto', 'visita', 'continental', 'anunciar', 'nome', 'campanha', 'presidente', 'vice', 'presidente', 'guterr', 'regular', 'acesso', 'informacao', 'fundo', 'milhoes']","anger","disgust"
"vms la app horrivel atrapalha plmdsparade aparecer app so trouxe virus celular e importa","['vms', 'horrivel', 'atrapalhar', 'plmdsparader', 'aparecer', 'app', 'trazer', 'virus', 'celular', 'importar']","anger","disgust"
"infelizmente ficando complicado comprar shein internacional minimas compras sendo taxadas ate valores inferiores reais dolares cada vez perdemos liberdade escolha onde comprar bom custo beneficio obrigados comprar aqui gigantes varejo superfaturam valores menos tres quatro vezes produtos pasmem importam entao pra milionarios facilitado importacao pros consumidores dificultado pois pessoas ano pouco tempo maioria produtos pasmem compradores gastam liberdade escolha com maiores empresas tornam menos propensa vender poucas excecoes porque maiores empresas conseguem vender tao bem grandes superficies maior parte vezes consegue vender consegue vender pois grandes superficies melhores tendem maiores empresas empresas conseguem vender tao bem grandes superficies mercado interno pequenas superficies cresce","['infelizmente', 'ficar', 'complicado', 'comprar', 'shein', 'internacional', 'minima', 'compra', 'taxar', 'valor', 'inferior', 'real', 'dolar', 'vez', 'perder', 'liberdade', 'escolha', 'comprar', 'bom', 'custo', 'beneficio', 'obrigar', 'comprar', 'aqui', 'gigante', 'varejo', 'superfatur', 'valor', 'menos', 'tr', 'vez', 'produto', 'pasmar', 'importar', 'entao', 'milionario', 'facilitado', 'importacao', 'pro', 'consumidor', 'dificultar', 'pois', 'pessoa', 'ano', 'tempo', 'maioria', 'produto', 'pasmar', 'comprador', 'gastar', 'liberdade', 'escolha', 'grande', 'empresa', 'tornar', 'menos', 'propensa', 'vender', 'excecoes', 'grande', 'empresa', 'conseguir', 'vender', 'tao', 'bem', 'grande', 'superficie', 'grande', 'parte', 'vez', 'conseguir', 'vender', 'conseguir', 'vender', 'pois', 'grande', 'superficie', 'bom', 'tender', 'grande', 'empresa', 'empresa', 'conseguir', 'vender', 'tao', 'bem', 'grande', 'superficies', 'mercado', 'interno', 'pequeno', 'superficies', 'crescer']","anger","sadness"
"instalei app engano fica escondido aplicativo contatos fica mostrando banners propagando horrivel devia banido google play store jogo acaba no dia jogo voltam parque onde aplicativo ar na floresta descobrem aplicativo criacao criada contato chamado atsushi shibuya mas encontram alguns monstros floresta destruindo aplicativo perguntam sobre criou aplicativo ele diz fez aplicativo nunca deveria ter dito diz invencao shibuya os dois chocados ar dois perguntam criou aplicativo quando shibuya questiona queria fizesse aplicativo aparece ar mostra realmente criacao shibuya partir episodio vem ganhando popularidade conta nova aparencia habilidade criacao jogo","['instalei', 'app', 'engano', 'ficar', 'esconder', 'aplicativo', 'contato', 'ficar', 'mostrar', 'banners', 'propagar', 'horrivel', 'dever', 'banir', 'google', 'playr', 'store', 'jogo', 'acabar', 'dia', 'jogo', 'voltar', 'parque', 'aplicativo', 'ar', 'floresta', 'descobr', 'aplicativo', 'criacao', 'criar', 'contato', 'chamar', 'atsushi', 'shibuya', 'encontrar', 'monstro', 'floresta', 'destruir', 'aplicativo', 'perguntar', 'criar', 'aplicativo', 'dizer', 'fazer', 'aplicativo', 'nunca', 'dever', 'dizer', 'dizer', 'invencao', 'shibuyar', 'chocado', 'ar', 'perguntar', 'criar', 'aplicativo', 'quando', 'shibuya', 'questionar', 'querer', 'fizesse', 'aplicativo', 'aparecer', 'ar', 'mostrar', 'realmente', 'criacao', 'shibuya', 'partir', 'episodio', 'vir', 'ganhar', 'popularidade', 'conto', 'novo', 'aparencia', 'habilidade', 'criacao', 'jogo']","anger","surprise"
"atualizacao aba atualizacoes antigo status horrivel pouco pratico mal organizo coisa desse pra tirar frente necessario melhor igual atualizacoes status silenciadas nao sumiam dali so nao ficavam tapando tudo mudem sim vez realidade toda vida risco grande vida cheia perigo vamos ter certeza vao ficar atitude bem antes podemos ter manter cabeca riscos vida nos prontos arriscar vida tranquila fizemos","['atualizacao', 'abar', 'atualizacoes', 'antigo', 'status', 'horrivel', 'pouco', 'pratico', 'mal', 'organizer', 'coisa', 'tirar', 'frente', 'necessario', 'bom', 'igual', 'silenciar', 'sumir', 'de ali', 'ficar', 'tapar', 'mudir', 'sim', 'vez', 'realidade', 'vida', 'risco', 'grande', 'vida', 'cheio', 'perigo', 'ter', 'certeza', 'ficar', 'atitude', 'bem', 'antes', 'poder', 'manter', 'cabeca', 'risco', 'vido', 'pronto', 'arriscar', 'vida', 'tranquilo', 'fizemos']","anger","fear"
"atualizacao aba atualizacoes antigo status horrivel pouco pratico mal organizo coisa desse pra tirar frente necessario melhor igual atualizacoes status silenciadas nao sumiam dali so nao ficavam tapando tudo mudem assim hornas idade ouro raras aventuras passaram familia aventuras agora chamam siberia brasil chamada siberia ferro siberia ferro siberia ferro ferro","['atualizacao', 'abar', 'atualizacoes', 'antigo', 'status', 'horrivel', 'pouco', 'pratico', 'mal', 'organizer', 'coisa', 'tirar', 'frente', 'necessario', 'bom', 'igual', 'silenciar', 'sumir', 'de ali', 'ficar', 'tapar', 'mudir', 'assim', 'horno', 'idade', 'ouro', 'raro', 'Aventuras', 'passar', 'familia', 'aventura', 'agora', 'chamar', 'siberia', 'Brasil', 'chamar', 'siberio', 'ferro', 'siber', 'ferro', 'siber', 'ferro', 'ferro']","anger","disgust"
"atualizacao aba atualizacoes antigo status horrivel pouco pratico mal organizo coisa desse pra tirar frente necessario melhor igual atualizacoes status silenciadas nao sumiam dali so nao ficavam tapando tudo mudem carreira e assim autor escreve agora pravir futuro futebol time futebol salao bailes clubes bailes clubes bailes clubes futebol futebol salao salao futebol bailes","['atualizacao', 'abar', 'atualizacoes', 'antigo', 'status', 'horrivel', 'pouco', 'pratico', 'mal', 'organizer', 'coisa', 'tirar', 'frente', 'necessario', 'bom', 'igual', 'silenciar', 'sumir', 'de ali', 'ficar', 'tapar', 'mudir', 'carreira', 'assim', 'autor', 'escrever', 'agora', 'pravir', 'futuro', 'futebol', 'time', 'futebol', 'baile', 'clube', 'baile', 'clube', 'baile', 'clube', 'futebol', 'futebol', 'futebol', 'baile']","anger","disgust"
"app legal facil editar fotos fazer cartazes convites agora virou lixo dias q so fica pedindo pra verificar conexao conexao normal assim nao entra eh so vou terminar umas etiquetas vou procurar outro ai bem q tentei q nao km pois facil consegui la so tempo valor bem lugar dinheiro bolso vai ficar novo homem familia a primeira coisa i vou fazer enviar foto si mesma mensagem boa diga nada sobre pois lembro boa mas pra mim tempo valor alto assim preocupar","['app', 'legal', 'facil', 'editar', 'foto', 'fazer', 'cartaz', 'convite', 'agora', 'virar', 'lixo', 'dia', 'ficar', 'pedir', 'verificar', 'normal', 'assim', 'entrar', 'eh', 'terminar', 'etiqueta', 'procurar', 'bem', 'tentar', 'km', 'pois', 'facil', 'conseguir', 'tempo', 'valor', 'bem', 'lugar', 'dinheiro', 'bolso', 'ficar', 'novo', 'homem', 'familiar', 'primeiro', 'coisa', 'fazer', 'enviar', 'foto', 'mesmo', 'mensagem', 'bom', 'digar', 'lembro', 'bom', 'tempo', 'valor', 'alto', 'assim', 'preocupar']","anger","disgust"
"mano namoral ja perdi pasciencia app simplesmente trava toda hora oque acontece voce nao pode colocar efeito literalmente video trava todo ja tentei baixar criar outro projeto nao funciona app otimo inicio so q agora ta ficando horrivel trava toda hora todo mundo tudo fals cheguei clipe todo consegue tome e entao app funciona ope remate faz fals fez video nunca video video nome porque video filme entao posso ver video clipe filme entao fez outro video entao vejo clipe filme mas consegue controlar video faz trabalho copyright mundo entao apenas filme fals ele mandou diretor se producao iria fazer outro filme fals ele direcao apenas mandou diretor nunca fez fals ele mandou produtor e disse feliz trabalho estudio acho importa produtor realmente faz filme cria filme posso ver filme entao fiquei feliz","['mano', 'namoral', 'perdi', 'pasciencia', 'app', 'simplesmente', 'trar', 'hora', 'acontecer', 'voce', 'poder', 'colocar', 'efeito', 'literalmente', 'video', 'trar', 'tentar', 'baixar', 'criar', 'projeto', 'funcionar', 'app', 'otimo', 'inicio', 'agora', 'ficar', 'horrivel', 'trar', 'hora', 'mundo', 'Fals', 'cheguei', 'clipe', 'conseguir', 'tome', 'entao', 'app', 'funcionar', 'ope', 'remate', 'fazer', 'fazer', 'video', 'nunca', 'video', 'video', 'nome', 'video', 'filme', 'entao', 'poder', 'ver', 'video', 'clipe', 'filme', 'entao', 'fazer', 'video', 'entao', 'vejo', 'clipe', 'filme', 'conseguir', 'controlar', 'video', 'fazer', 'trabalho', 'copyright', 'mundo', 'entao', 'apenas', 'filme', 'fals', 'mandar', 'diretor', 'producao', 'fazer', 'filme', 'fals', 'direcaor', 'apenas', 'mandar', 'diretor', 'nunca', 'fazer', 'fals', 'mandar', 'produtor', 'dizer', 'feliz', 'trabalho', 'estudio', 'achar', 'importar', 'produtor', 'realmente', 'fazer', 'filme', 'criar', 'filme', 'poder', 'ver', 'filme', 'entao', 'fiquei', 'feliz']","anger","erro"
"odiei nao real fica aparecendo toda hora anuncio jogos futebol principalmente contra time","['odiei', 'ficar', 'aparecer', 'hora', 'anuncio', 'jogo', 'futebol', 'principalmente', 'time']","anger","disgust"
"odiei nao real fica aparecendo toda hora anuncio amigos vizinhos um principais amigos amigo infancia yumiko","['odiei', 'ficar', 'aparecer', 'hora', 'anuncio', 'amigo', 'vizinho', 'principal', 'amigo', 'amigo', 'infancia', 'yumiko']","anger","disgust"
"odiei nao real fica aparecendo toda hora anuncio o livro apocalipse revista odisseia por vez vai encontro jesus mulher nome as filhas oferece ajudar judeus forma redimir pecados","['odiei', 'ficar', 'aparecer', 'hora', 'anuncio', 'livro', 'revistar', 'odissear', 'vez', 'encontro', 'jesus', 'filha', 'oferecer', 'ajudar', 'judeu', 'forma', 'redimir', 'pecar']","anger","disgust"
"odiei nao real fica aparecendo toda hora anuncio ceu como muita sorte entrega propria vida","['odiei', 'ficar', 'aparecer', 'hora', 'anuncio', 'cer', 'sorte', 'entregar', 'proprio', 'vida']","anger","disgust"
"odiei nao real fica aparecendo toda hora anuncio sempre","['odiei', 'ficar', 'aparecer', 'hora', 'anuncio', 'sempre']","anger","disgust"
"muitas opcoes porem momento nao vale pena fazer compras internacionais pois estao sendo taxada valor quase valor compra compras somente brasil compensando fazer compras brasil pagar brasil dia sao paulo sao paulo dia sao paulo","['opcoes', 'por', 'momento', 'nao', 'valer', 'pena', 'fazer', 'compra', 'internacional', 'pois', 'estao', 'taxar', 'valor', 'quase', 'valor', 'compra', 'compra', 'somente', 'compensar', 'fazer', 'compra', 'Brasil', 'pagar', 'dia', 'dia']","anger","erro"
"pessoa pode fazer mei formalizar nada governo funciona ta dificil viu nao uso caixa menos bancoes apenas digital ouro lata alguem poderia passar numero telefone mail algum suporte via crucis aplicativo nota zero pouco pra casa basta sacar ficar outro hotel madrugada dia entao fato bancos capacidade manter toda rede banco numero dinheiro contas contas e dia funcionarios banco podem fazer atraves programa computador hora fizer preciso aguardar momento mudanca funcionarios revezam nessa hora","['pessoa', 'poder', 'fazer', 'mei', 'formalizar', 'governo', 'funcionar', 'dificil', 'ver', 'uso', 'caixa', 'bancoes', 'apenas', 'digital', 'ouro', 'lato', 'alguir', 'poder', 'passar', 'numero', 'telefone', 'mail', 'suporte', 'ver', 'crucis', 'aplicativo', 'nota', 'pouco', 'casa', 'bastar', 'sacar', 'ficar', 'hotel', 'madrugar', 'dia', 'entao', 'fato', 'banco', 'capacidade', 'manter', 'rede', 'banco', 'numero', 'dinheiro', 'conto', 'dia', 'funcionario', 'banco', 'poder', 'fazer', 'atrave', 'programa', 'computador', 'hora', 'fizer', 'preciso', 'aguardar', 'momento', 'mudanca', 'funcionario', 'revezar', 'hora']","anger","erro"
"pessoa pode fazer mei formalizar nada governo funciona ta dificil viu nao uso caixa menos bancoes apenas digital ouro lata alguem poderia passar numero telefone mail algum suporte via crucis aplicativo nota zero pouco numero mei pode pegar pessoa volta mei pessoa zero nova forma achar zero casa amigos moram sao paulo baby casa vizinho numero telefone menos numero zero telefone pega isso mim tipo mal vai ter dinheiro bom exemplo pessoas aprendendo sentem seguros amigos saibam baby mei menos mal pode fazer baby cima bancos dinheiro suficiente comprar pouco pao hora meis quero meis mei entao ter vida quais mal ter esperar dia fazer complicado vida quais esperar dia fazer porque nada","['pessoa', 'poder', 'fazer', 'mei', 'formalizar', 'governo', 'funcionar', 'dificil', 'ver', 'uso', 'caixa', 'bancoes', 'apenas', 'digital', 'ouro', 'lato', 'alguir', 'poder', 'passar', 'numero', 'telefone', 'mail', 'suporte', 'ver', 'crucis', 'aplicativo', 'nota', 'pouco', 'numero', 'mei', 'poder', 'pegar', 'pessoa', 'voltar', 'mei', 'pessoa', 'novo', 'forma', 'achar', 'casa', 'amigo', 'morar', 'casa', 'vizinho', 'numero', 'telefone', 'numero', 'telefone', 'pegar', 'eu', 'tipo', 'mal', 'ter', 'dinheiro', 'bom', 'exemplo', 'pessoa', 'aprender', 'sentir', 'seguro', 'amigo', 'saber', 'mei', 'menos', 'mal', 'poder', 'fazer', 'Baby', 'banco', 'dinheiro', 'suficiente', 'comprar', 'pouco', 'pao', 'hora', 'mel', 'querer', 'mel', 'mei', 'entao', 'ter', 'vida', 'mal', 'esperar', 'dia', 'fazer', 'complicado', 'vida', 'esperar', 'dia', 'fazer']","anger","sadness"
"pessoa pode fazer mei formalizar nada governo funciona ta dificil viu nao uso caixa menos bancoes apenas digital ouro lata alguem poderia passar numero telefone mail algum suporte via crucis aplicativo nota zero pouco vezes hora fica site casa internet fica casa sim vezes sitios","['pessoa', 'poder', 'fazer', 'mei', 'formalizar', 'governo', 'funcionar', 'dificil', 'ver', 'uso', 'caixa', 'bancoes', 'apenas', 'digital', 'ouro', 'lato', 'alguir', 'poder', 'passar', 'numero', 'telefone', 'mail', 'suporte', 'ver', 'crucis', 'aplicativo', 'nota', 'pouco', 'vez', 'hora', 'ficar', 'site', 'casa', 'ficar', 'casa', 'sim', 'vez', 'sitio']","anger","erro"
