content_traduzido,sentiment,sentiment_polarity,spacy_lemma,cleaned_content,cluster,umap_x,umap_y,distance_to_centroid,original_index
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada hamburgueta pagamento hamburgueta feito mim alguns trocados assim lojas mainstream vendendo plays varias lojas mundo todo e dinheiro lojas recebam conta dinheiro viagens vendas permitiu pagar emprestimo mae dinheiro pago viagens china conta disso dias cheguei dias hamburgueta onde poupanca as lojas entao nunca fiz compra algo tao caras plays,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar', 'hamburgueto', 'pagamento', 'hamburgueta', 'fazer', 'trocar', 'assim', 'loja', 'mainstream', 'vender', 'plays', 'vario', 'loja', 'mundo', 'dinheiro', 'loja', 'recebam', 'contar', 'dinheiro', 'viagem', 'venda', 'permitir', 'pagar', 'emprestimo', 'mae', 'dinheiro', 'pagar', 'viagem', 'contar', 'dia', 'dia', 'hamburgueta', 'poupanca', 'loja', 'entao', 'nunca', 'fiz', 'compra', 'algo', 'tao', 'cara', 'plays']",sorte compra shein ultima compra notificar pagamento caro mercadorio receber quantia extrapolar dolar ainda sim taxar hamburgueto pagamento hamburgueta fazer trocar assim loja mainstream vender plays vario loja mundo dinheiro loja recebam contar dinheiro viagem venda permitir pagar emprestimo mae dinheiro pagar viagem contar dia dia hamburgueta poupanca loja entao nunca fiz compra algo tao cara plays,-1,5.3400083,-0.87274015,,3782
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada cartao credito junto conta bancaria grande quantidade cartoes credito cheguei conta bancaria vou pagar conta bancaria eu grande coracao sempre respeitar tipo dinheiro cofre,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar', 'cartao', 'credito', 'junto', 'contar', 'bancario', 'grande', 'quantidade', 'Cartoes', 'creditar', 'cheguei', 'contar', 'bancario', 'pagar', 'conta', 'bancario', 'grande', 'coracao', 'sempre', 'respeitar', 'tipo', 'dinheiro', 'cofrer']",sorte compra shein ultima compra notificar pagamento caro mercadorio receber quantia extrapolar dolar ainda sim taxar cartao credito junto contar bancario grande quantidade cartoes creditar cheguei contar bancario pagar conta bancario grande coracao sempre respeitar tipo dinheiro cofrer,-1,5.3469477,-0.8729202,,3783
muita sorte compras shein ultima compra notificada pagamento caro mercadoria pra recebe la quantia nao extrapolada dolares ainda sim taxada quantia alta entanto ultima vez fez contato gerente deste tipo retalho unica razao falasse porque informada pagamento alto,neutral,neutral,"['sorte', 'compra', 'shein', 'ultima', 'compra', 'notificar', 'pagamento', 'caro', 'mercadorio', 'receber', 'quantia', 'extrapolar', 'dolar', 'ainda', 'sim', 'taxar', 'quantia', 'alto', 'entanto', 'ultimo', 'vez', 'fazer', 'contato', 'gerente', 'tipo', 'retalho', 'unicar', 'razao', 'falar', 'informar', 'pagamento', 'alto']",sorte compra shein ultima compra notificar pagamento caro mercadorio receber quantia extrapolar dolar ainda sim taxar quantia alto entanto ultimo vez fazer contato gerente tipo retalho unicar razao falar informar pagamento alto,-1,5.3516226,-0.87272847,,3784
negocio ai limpe celular ta cheio virus outros servicos eu hotel frente cheguei frente mim conseguia encontrar bom lugar entrar e entao cheguei banheiro cara certo dois homens ficei cara sentada olhando mim eles disseram cortar contas entao pago,neutral,neutral,"['negocio', 'limpe', 'celular', 'cheio', 'virus', 'servico', 'hotel', 'frente', 'cheguei', 'frente', 'conseguir', 'encontrar', 'bom', 'lugar', 'entrar', 'entao', 'banheiro', 'carar', 'homem', 'ficei', 'cara', 'sentar', 'olhar', 'disser', 'cortar', 'conta', 'entao', 'pagar']",negocio limpe celular cheio virus servico hotel frente cheguei frente conseguir encontrar bom lugar entrar entao banheiro carar homem ficei cara sentar olhar disser cortar conta entao pagar,-1,1.5412114,2.8606787,,3793
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador director director apropriado facto director consultado assim vou fazer algo director possa fazer mim,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'director', 'director', 'apropriar', 'facto', 'director', 'consultar', 'assim', 'fazer', 'director', 'poder', 'fazer']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador director director apropriar facto director consultar assim fazer director poder fazer,-1,0.38767415,13.015746,,3808
espero resolva vez problema amigo antonio borges fonseca,neutral,neutral,"['esperar', 'resolvar', 'vez', 'problema', 'amigo', 'fonseca']",esperar resolvar vez problema amigo fonseca,-1,-0.89344805,-4.1759176,,3814
faco caminhada esteira fisioterapia diaria visto pouco equilibrio tronco sequelas ruptura aneurisma cerebral consequentemente meningite bacteriana adquirida durante dias uti hospitalar ando dificuldade ajuda sinto sequela neurologica conviver ate finitude hoje anos totalmente lucida problema relatei ha anos exatamente agosto puder ajudar miudo novo vida vida nada deixar problemas medicina nenhuma doenca grande nada faca bom medico mal vida normal assim sempre vindo nunca filho tanta importancia mim eu sempre vou medica familia muitos medicos trabalham comigo orgulho medico amavel pessoa dar vida am feliz toda magoa amor deus profunda pobreza vida unica coisa feito agora feito porque deus criou fez tudo puder quer quero ajudar coracao fazendo todas pessoas quero,neutral,neutral,"['faco', 'caminhar', 'esteiro', 'fisioterapia', 'diario', 'ver', 'equilibrio', 'sequela', 'ruptura', 'aneurismo', 'cerebral', 'consequentemente', 'meningite', 'bacteriana', 'adquirir', 'dia', 'hospitalar', 'ar', 'dificuldade', 'ajudar', 'sinto', 'sequelo', 'neurologico', 'conviver', 'finitude', 'hoje', 'ano', 'totalmente', 'lucer', 'problema', 'relatar', 'ha', 'ano', 'exatamente', 'agosto', 'puder', 'ajudar', 'miudo', 'novo', 'vida', 'vido', 'nada', 'deixar', 'problema', 'Medicina', 'doenca', 'grande', 'facar', 'bom', 'medico', 'mal', 'vida', 'normal', 'assim', 'sempre', 'vir', 'nunca', 'filho', 'tantar', 'importancia', 'sempre', 'medicar', 'familia', 'medico', 'trabalhar', 'comigo', 'orgulho', 'medico', 'amavel', 'pessoa', 'dar', 'vida', 'feliz', 'magoa', 'vida', 'unico', 'coisa', 'fazer', 'agora', 'fazer', 'Deus', 'criar', 'fazer', 'puder', 'querer', 'ajudar', 'coracao', 'fazer', 'pessoa', 'querer']",faco caminhar esteiro fisioterapia diario ver equilibrio sequela ruptura aneurismo cerebral consequentemente meningite bacteriana adquirir dia hospitalar ar dificuldade ajudar sinto sequelo neurologico conviver finitude hoje ano totalmente lucer problema relatar ha ano exatamente agosto puder ajudar miudo novo vida vido nada deixar problema medicina doenca grande facar bom medico mal vida normal assim sempre vir nunca filho tantar importancia sempre medicar familia medico trabalhar comigo orgulho medico amavel pessoa dar vida feliz magoa vida unico coisa fazer agora fazer deus criar fazer puder querer ajudar coracao fazer pessoa querer,-1,-0.86643183,8.690541,,3879
faco caminhada esteira fisioterapia diaria visto pouco equilibrio tronco sequelas ruptura aneurisma cerebral consequentemente meningite bacteriana adquirida durante dias uti hospitalar ando dificuldade ajuda sinto sequela neurologica conviver ate finitude hoje anos totalmente lucida problema relatei ha anos exatamente agosto puder ajudar miudo perna mao boa situacao tao dificil poderia dar mao duas maos pouco debilitada grata ajudar pessoa daquelas criancas posso dizer desde primeiro dia trabalho ficando melhor criancas solteiras criancas maes solteiras solteiras e feliz ter conseguido ajudar mae especial comigo quero dias noites trabalhei bem carinho muita alegria,neutral,neutral,"['faco', 'caminhar', 'esteiro', 'fisioterapia', 'diario', 'ver', 'equilibrio', 'sequela', 'ruptura', 'aneurismo', 'cerebral', 'consequentemente', 'meningite', 'bacteriana', 'adquirir', 'dia', 'hospitalar', 'ar', 'dificuldade', 'ajudar', 'sinto', 'sequelo', 'neurologico', 'conviver', 'finitude', 'hoje', 'ano', 'totalmente', 'lucer', 'problema', 'relatar', 'ha', 'ano', 'exatamente', 'agosto', 'puder', 'ajudar', 'miudo', 'perno', 'mao', 'bom', 'situacao', 'tao', 'dificil', 'poder', 'dar', 'mao', 'pouco', 'debilitar', 'grata', 'ajudar', 'pessoa', 'crianco', 'poder', 'dizer', 'primeiro', 'dia', 'trabalho', 'ficar', 'bom', 'crianco', 'solteira', 'crianco', 'maes', 'solteira', 'solteira', 'feliz', 'conseguir', 'ajudar', 'mae', 'especial', 'comigo', 'querer', 'dia', 'noite', 'trabalhar', 'bem', 'carinho', 'alegria']",faco caminhar esteiro fisioterapia diario ver equilibrio sequela ruptura aneurismo cerebral consequentemente meningite bacteriana adquirir dia hospitalar ar dificuldade ajudar sinto sequelo neurologico conviver finitude hoje ano totalmente lucer problema relatar ha ano exatamente agosto puder ajudar miudo perno mao bom situacao tao dificil poder dar mao pouco debilitar grata ajudar pessoa crianco poder dizer primeiro dia trabalho ficar bom crianco solteira crianco maes solteira solteira feliz conseguir ajudar mae especial comigo querer dia noite trabalhar bem carinho alegria,-1,-0.86646694,8.683006,,3880
nao bom acabei instalar corte carlos iv,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'corte']",nao bom acabar instalar corte,-1,-6.983456,-3.4208155,,3899
nao bom acabei instalar se thames dezembro,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'thame', 'dezembro']",nao bom acabar instalar thame dezembro,-1,-6.971816,-3.4028919,,3900
nao bom acabei instalar se sitio senhora lourdes,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'sitio', 'senhor', 'lourde']",nao bom acabar instalar sitio senhor lourde,-1,-6.983776,-3.4185297,,3901
nao bom acabei instalar capital coimbra primeiro filho henrique valois casado teresa casou se isabel aragao filha pedro rei castela irmao joana,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'capital', 'coimbra', 'primeiro', 'filho', 'henrique', 'casado', 'casar', 'filha', 'rei', 'castela', 'irmao', 'joano']",nao bom acabar instalar capital coimbra primeiro filho henrique casado casar filha rei castela irmao joano,-1,-7.024131,-3.4564462,,3902
primeira vez q vou utilizar app gostaria q limpassem telefone favor mae q fa nada posso ir ficar tempo porque triste,neutral,neutral,"['vez', 'utilizar', 'gostar', 'limpar', 'telefone', 'favor', 'mae', 'fa', 'poder', 'ficar', 'tempo', 'tristar']",vez utilizar gostar limpar telefone favor mae fa poder ficar tempo tristar,-1,-4.807791,-1.8801068,,3976
primeira vez q vou utilizar app gostaria q limpassem telefone favor disso ii posso ficar telefone verdade continuar gravar mas q posso fazer verdade i acessarem lado app ii ai telefone ii posso continuar fato entao i irei fazer,neutral,neutral,"['vez', 'utilizar', 'gostar', 'limpar', 'telefone', 'favor', 'poder', 'ficar', 'telefone', 'verdade', 'continuar', 'gravar', 'q', 'poder', 'fazer', 'verdade', 'acessar', 'lado', 'app', 'telefone', 'ii', 'poder', 'continuar', 'fato', 'entao', 'ir', 'fazer']",vez utilizar gostar limpar telefone favor poder ficar telefone verdade continuar gravar q poder fazer verdade acessar lado app telefone ii poder continuar fato entao ir fazer,-1,-4.7694306,-1.8464046,,3977
primeira vez q vou utilizar app gostaria q limpassem telefone favor d maioria amigos pisa ter mandar link internet where phishing utilizada fazer nome fotos,neutral,neutral,"['vez', 'utilizar', 'gostar', 'limpar', 'telefone', 'maioria', 'amigo', 'pisar', 'mandar', 'link', 'phishing', 'utilizar', 'fazer', 'nome', 'foto']",vez utilizar gostar limpar telefone maioria amigo pisar mandar link phishing utilizar fazer nome foto,-1,-4.8175015,-1.8572166,,3978
nao quero anuncio dia inteiro nunca quero bom exemplo,neutral,neutral,"['nao', 'querer', 'anuncio', 'dia', 'inteiro', 'nunca', 'querer', 'bom', 'exemplo']",nao querer anuncio dia inteiro nunca querer bom exemplo,-1,-6.211398,-2.402942,,3985
faco caminhada esteira fisioterapia diaria visto pouco equilibrio tronco sequelas ruptura aneurisma cerebral consequentemente meningite bacteriana adquirida durante dias uti hospitalar ando dificuldade ajuda sinto sequela neurologica conviver ate finitude hoje anos totalmente lucida problema relatei ha anos exatamente agosto puder ajudar mielo mulher condicoes saude mulher anos metanfetamina pode curar pois ajuda medica consegue trazer fazer coisas sinto posso ajudar pode fazer sinto vida constante mudanca podemos dizer nada dizer curar vida vida constante mudanca evolucao historia constante mudara quer dizer aqui pra ver mulher fazer quer aqui ver dizer mulher aqui saber lidar dor normal,neutral,neutral,"['faco', 'caminhar', 'esteiro', 'fisioterapia', 'diario', 'ver', 'equilibrio', 'sequela', 'ruptura', 'aneurismo', 'cerebral', 'consequentemente', 'meningite', 'bacteriana', 'adquirir', 'dia', 'hospitalar', 'ar', 'dificuldade', 'ajudar', 'sinto', 'sequelo', 'neurologico', 'conviver', 'finitude', 'hoje', 'ano', 'totalmente', 'lucer', 'problema', 'relatar', 'ha', 'ano', 'exatamente', 'agosto', 'puder', 'ajudar', 'mielo', 'mulher', 'Condicoes', 'saude', 'mulher', 'ano', 'metanfetamina', 'poder', 'curar', 'ajuda', 'medico', 'conseguir', 'trazer', 'fazer', 'coisa', 'sinto', 'poder', 'ajudar', 'poder', 'fazer', 'sinto', 'vida', 'constante', 'mudanca', 'poder', 'dizer', 'dizer', 'curar', 'vida', 'vido', 'constante', 'mudanca', 'evolucao', 'historio', 'constante', 'mudar', 'dizer', 'aqui', 'ver', 'mulher', 'fazer', 'aqui', 'ver', 'dizer', 'mulher', 'aqui', 'saber', 'lidar', 'dor', 'normal']",faco caminhar esteiro fisioterapia diario ver equilibrio sequela ruptura aneurismo cerebral consequentemente meningite bacteriana adquirir dia hospitalar ar dificuldade ajudar sinto sequelo neurologico conviver finitude hoje ano totalmente lucer problema relatar ha ano exatamente agosto puder ajudar mielo mulher condicoes saude mulher ano metanfetamina poder curar ajuda medico conseguir trazer fazer coisa sinto poder ajudar poder fazer sinto vida constante mudanca poder dizer dizer curar vida vido constante mudanca evolucao historio constante mudar dizer aqui ver mulher fazer aqui ver dizer mulher aqui saber lidar dor normal,-1,-0.86567813,8.684307,,3998
faco caminhada esteira fisioterapia diaria visto pouco equilibrio tronco sequelas ruptura aneurisma cerebral consequentemente meningite bacteriana adquirida durante dias uti hospitalar ando dificuldade ajuda sinto sequela neurologica conviver ate finitude hoje anos totalmente lucida problema relatei ha anos exatamente agosto puder ajudar mielo sinto sei futuro prestes ter grato vivi nesse periodo grato vivi proximos dois anos quero dizer muita fe nesse momento vou tempo emotiva porque epoca profunda depressao crianca certeza vou lidar continuacao acoes fiz futuro sei lidar parte sido capaz lidar certeza forma futuro cheio esperanca felicidade forma vida quero la e alegria todos fazendo grato vamos todos ter boa vida juntos sozinhos momento vivi grato vivemos ainda parte grande desse podemos compartilhar podemos compartilhar cada pessoa coisa grande acontecendo tendo certeza ira acontecer,neutral,neutral,"['faco', 'caminhar', 'esteiro', 'fisioterapia', 'diario', 'ver', 'equilibrio', 'sequela', 'ruptura', 'aneurismo', 'cerebral', 'consequentemente', 'meningite', 'bacteriana', 'adquirir', 'dia', 'hospitalar', 'ar', 'dificuldade', 'ajudar', 'sinto', 'sequelo', 'neurologico', 'conviver', 'finitude', 'hoje', 'ano', 'totalmente', 'lucer', 'problema', 'relatar', 'ha', 'ano', 'exatamente', 'agosto', 'puder', 'ajudar', 'mielo', 'sinto', 'saber', 'futuro', 'prestes', 'ter', 'grato', 'viver', 'periodo', 'grato', 'viver', 'proximo', 'ano', 'querer', 'dizer', 'fe', 'momento', 'tempo', 'emotivo', 'epocar', 'profundo', 'depressao', 'crianca', 'certeza', 'lidar', 'continuacao', 'acoes', 'futuro', 'saber', 'lidar', 'parte', 'capaz', 'lidar', 'certezar', 'forma', 'futuro', 'cheio', 'esperanca', 'felicidade', 'forma', 'vido', 'querer', 'alegria', 'fazer', 'grato', 'ter', 'bom', 'vida', 'junto', 'sozinho', 'momento', 'vivi', 'grato', 'vive', 'ainda', 'parte', 'grande', 'poder', 'compartilhar', 'poder', 'compartilhar', 'pessoa', 'coisa', 'grande', 'acontecer', 'certeza', 'ira', 'acontecer']",faco caminhar esteiro fisioterapia diario ver equilibrio sequela ruptura aneurismo cerebral consequentemente meningite bacteriana adquirir dia hospitalar ar dificuldade ajudar sinto sequelo neurologico conviver finitude hoje ano totalmente lucer problema relatar ha ano exatamente agosto puder ajudar mielo sinto saber futuro prestes ter grato viver periodo grato viver proximo ano querer dizer fe momento tempo emotivo epocar profundo depressao crianca certeza lidar continuacao acoes futuro saber lidar parte capaz lidar certezar forma futuro cheio esperanca felicidade forma vido querer alegria fazer grato ter bom vida junto sozinho momento vivi grato vive ainda parte grande poder compartilhar poder compartilhar pessoa coisa grande acontecer certeza ira acontecer,-1,-0.8654593,8.683617,,3999
faco caminhada esteira fisioterapia diaria visto pouco equilibrio tronco sequelas ruptura aneurisma cerebral consequentemente meningite bacteriana adquirida durante dias uti hospitalar ando dificuldade ajuda sinto sequela neurologica conviver ate finitude hoje anos totalmente lucida problema relatei ha anos exatamente agosto puder ajudar mielo vez suporte familia casa devido condicao sintomas sintomaticos paralisia trabalho equipe medicos enfermeiros lidar dia todo tempo casa posso dizer vou fazer suporte familia acontecido dois anos atras ter sido dia dificil ajuda sinto agora melhor preocupar poder dizer deixar claro ajudar comigo ainda lidar sintomatologia desde agradecer todos medicos ajudaram agradecer todos agradecer todos trabalho feito maneira bem ainda ajudar posso dizer falando assim coracao tudo dito bem quero porque tao bem sinto bem feliz voce pode perguntar confianca nele confianca nessa capacidade crianca assim especial eu bem bem medicos conheci feliz,neutral,neutral,"['faco', 'caminhar', 'esteiro', 'fisioterapia', 'diario', 'ver', 'equilibrio', 'sequela', 'ruptura', 'aneurismo', 'cerebral', 'consequentemente', 'meningite', 'bacteriana', 'adquirir', 'dia', 'hospitalar', 'ar', 'dificuldade', 'ajudar', 'sinto', 'sequelo', 'neurologico', 'conviver', 'finitude', 'hoje', 'ano', 'totalmente', 'lucer', 'problema', 'relatar', 'ha', 'ano', 'exatamente', 'agosto', 'puder', 'ajudar', 'mielo', 'vez', 'suporte', 'familiar', 'casa', 'devido', 'condicao', 'sintomo', 'sintomatico', 'paralisio', 'trabalho', 'equipe', 'medico', 'enfermeiro', 'lidar', 'dia', 'tempo', 'casa', 'poder', 'dizer', 'fazer', 'suporte', 'Familia', 'acontecer', 'ano', 'atra', 'dia', 'dificil', 'ajudar', 'sinto', 'agora', 'melhor', 'preocupar', 'poder', 'dizer', 'deixar', 'claro', 'ajudar', 'comigo', 'ainda', 'lidar', 'sintomatologia', 'agradecer', 'medico', 'ajudar', 'agradecer', 'agradecer', 'trabalho', 'fazer', 'maneira', 'bem', 'ainda', 'ajudar', 'poder', 'dizer', 'falar', 'assim', 'coracao', 'dizer', 'bem', 'querer', 'tao', 'bem', 'sinto', 'bem', 'feliz', 'voce', 'poder', 'perguntar', 'confianca', 'confianca', 'capacidade', 'crianco', 'assim', 'especial', 'bem', 'bem', 'medico', 'feliz']",faco caminhar esteiro fisioterapia diario ver equilibrio sequela ruptura aneurismo cerebral consequentemente meningite bacteriana adquirir dia hospitalar ar dificuldade ajudar sinto sequelo neurologico conviver finitude hoje ano totalmente lucer problema relatar ha ano exatamente agosto puder ajudar mielo vez suporte familiar casa devido condicao sintomo sintomatico paralisio trabalho equipe medico enfermeiro lidar dia tempo casa poder dizer fazer suporte familia acontecer ano atra dia dificil ajudar sinto agora melhor preocupar poder dizer deixar claro ajudar comigo ainda lidar sintomatologia agradecer medico ajudar agradecer agradecer trabalho fazer maneira bem ainda ajudar poder dizer falar assim coracao dizer bem querer tao bem sinto bem feliz voce poder perguntar confianca confianca capacidade crianco assim especial bem bem medico feliz,-1,-0.8654923,8.684086,,4000
anuncio pensava certeza tal nunca homem sido feito,neutral,neutral,"['anuncio', 'pensar', 'certeza', 'tal', 'nunca', 'homem', 'fazer']",anuncio pensar certeza tal nunca homem fazer,-1,-6.12196,-2.3563397,,4002
anuncio preciso lembrar primeiros estudos feito material realizado padre jesuita padre jose rodrigues macedo bahia,neutral,neutral,"['anuncio', 'preciso', 'lembrar', 'primeiro', 'estudo', 'fazer', 'material', 'realizar', 'padre', 'jesuita', 'bahia']",anuncio preciso lembrar primeiro estudo fazer material realizar padre jesuita bahia,-1,-5.0898786,2.0862894,,4003
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador ajudarei conjunto software forma facilitar troca informacao usuario qualquer tipo tipo troca dados,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'ajudarei', 'conjunto', 'software', 'forma', 'facilitar', 'troca', 'informacao', 'usuario', 'tipo', 'tipo', 'trocar', 'dar']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador ajudarei conjunto software forma facilitar troca informacao usuario tipo tipo trocar dar,-1,0.38843337,13.020403,,4011
anuncio filhos com efeito passa chamar atencao atividades sociais politicas culturais vida pai torna se cada vez complicada em primeira gestao camara deputados durante presidencia joao figueiredo ministra interior convidou a participar reunioes empresarios ligados area ambito comemoracoes centenario independencia brasil,neutral,neutral,"['anuncio', 'filho', 'efeito', 'passar', 'chamar', 'atencao', 'atividade', 'social', 'politico', 'cultural', 'vida', 'pai', 'tornar', 'vez', 'complicar', 'primeiro', 'gestao', 'camar', 'deputado', 'presidencia', 'joao', 'interior', 'convidar', 'participar', 'reunioes', 'empresario', 'ligar', 'Area', 'ambito', 'comemoracoes', 'centenario', 'independencia', 'Brasil']",anuncio filho efeito passar chamar atencao atividade social politico cultural vida pai tornar vez complicar primeiro gestao camar deputado presidencia joao interior convidar participar reunioes empresario ligar area ambito comemoracoes centenario independencia brasil,-1,-2.4865296,-3.4528444,,4012
anuncio o povo duvida acordo capacidade fazer justica talento lidar publico desejo ver costumes serem respeitados ter honra sempre serem governados homens alem disso sociedade divisoes politicas religiosas em consequencia muitos nobres tempo chamados reis povo continuassem defender titulo disto sendo governados reis estrangeiros exemplo direito manter direitos politicos justica assim nobres chamados reis terem sido reis boa vontade justica,neutral,neutral,"['anuncio', 'povo', 'duver', 'acordo', 'fazer', 'justico', 'talento', 'lidar', 'publico', 'desejo', 'ver', 'costume', 'respeitar', 'ter', 'honra', 'sempre', 'governar', 'homem', 'aler', 'sociedade', 'divisoes', 'politico', 'religioso', 'consequencia', 'nobr', 'tempo', 'chamar', 'rei', 'povo', 'continuar', 'defender', 'titulo', 'governar', 'rel', 'estrangeiro', 'exemplo', 'direito', 'manter', 'direito', 'politico', 'justico', 'assim', 'nobr', 'chamar', 'rei', 'rel', 'bom', 'vontade', 'justico']",anuncio povo duver acordo fazer justico talento lidar publico desejo ver costume respeitar ter honra sempre governar homem aler sociedade divisoes politico religioso consequencia nobr tempo chamar rei povo continuar defender titulo governar rel estrangeiro exemplo direito manter direito politico justico assim nobr chamar rei rel bom vontade justico,-1,-2.3460264,-3.1771808,,4013
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador toktok porem achar site trata rede social site compartilhamento arquivos irei fazer,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'toktok', 'por', 'achar', 'site', 'tratar', 'rede', 'social', 'site', 'compartilhamento', 'arquivo', 'ir', 'fazer']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador toktok por achar site tratar rede social site compartilhamento arquivo ir fazer,-1,0.3882451,13.019292,,4023
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador software gratis vez pagar mod chama licenca software livre,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'Gratis', 'pagar', 'chamar', 'licenca', 'software', 'livre']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador gratis pagar chamar licenca software livre,-1,0.38879243,13.028124,,4024
acabando testar nao agradar desinstaloguei,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstaloguei']",acabar testar agradar desinstaloguei,-1,-7.3790727,-4.1015334,,4065
acabando testar nao agradar desinstalo fas gostam ver resultados partidas quero ver imagens aconteceu titulo,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstalar', 'fa', 'gostar', 'ver', 'resultado', 'partido', 'quero', 'ver', 'imagem', 'acontecer', 'titulo']",acabar testar agradar desinstalar fa gostar ver resultado partido quero ver imagem acontecer titulo,-1,-7.3764644,-4.1021934,,4067
acabando testar nao agradar desinstalogueirei situacao passar clube realmente queria concluiu,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstalogueirar', 'situacaar', 'passar', 'clube', 'realmente', 'querer', 'concluir']",acabar testar agradar desinstalogueirar situacaar passar clube realmente querer concluir,-1,-7.3789606,-4.1041946,,4068
acabando testar nao agradar desinstaloguei medico conheci havia feito,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstaloguei', 'medico', 'fazer']",acabar testar agradar desinstaloguei medico fazer,-1,-7.380298,-4.107852,,4069
primeira vez q vou utilizar app gostaria q limpassem telefone favor q usei its final espero va estudio espero its are final its final,neutral,neutral,"['vez', 'utilizar', 'gostar', 'limpar', 'telefone', 'favor', 'usar', 'final', 'esperar', 'va', 'estudio', 'esperar', 'are', 'final', 'final']",vez utilizar gostar limpar telefone favor usar final esperar va estudio esperar are final final,-1,-4.8057003,-1.8726318,,4077
vim pra manda anuncio aplicativo dia abril,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo', 'dia', 'abril']",vir manda anuncio aplicativo dia abril,-1,-6.907161,-2.3467176,,4098
vim pra manda anuncio aplicativo,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo']",vir manda anuncio aplicativo,-1,-6.8808513,-2.3442438,,4099
vim pra manda anuncio aplicativo poder editar gravar registrar registrar celular,neutral,neutral,"['vir', 'manda', 'anuncio', 'aplicativo', 'poder', 'editar', 'gravar', 'registrar', 'registrar', 'celular']",vir manda anuncio aplicativo poder editar gravar registrar registrar celular,-1,-6.894085,-2.3170655,,4100
