content_traduzido,sentiment,sentiment_polarity,spacy_lemma
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar outros servicos agendamento precisei ir casa percam quarto iremos ter pouco tempo decorar cardapio pois necessario grande tempo pra decorar cardapio forma correta importante tempo todo ter bom calcadao otimo fazer tarefas fazer cardapio preciso forma correta ficar otimo bastante atencao familiarizado calcadao pois importante saber tudo acontecendo calcadao todo como sempre preciso ir calcadao sempre vou fazer ajustes acertos preciso chegar ponto onde precisar ir problemas calcadao importante dar lhe alguma atencao tao simples precisa fazer ter grandes dificuldades calcadao pois percam quarto necessario tempo,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'servico', 'agendamento', 'precisar', 'ir', 'casa', 'percar', 'quarto', 'ir', 'ter', 'tempo', 'decorar', 'cardapio', 'necessario', 'grande', 'tempo', 'decorar', 'cardapio', 'forma', 'correta', 'importante', 'tempo', 'ter', 'bom', 'calcadao', 'otimo', 'fazer', 'tarefa', 'fazer', 'cardapio', 'preciso', 'forma', 'correto', 'ficar', 'otimo', 'bastante', 'familiarizar', 'calcadao', 'importante', 'saber', 'acontecer', 'calcadao', 'todo', 'sempre', 'preciso', 'calcadao', 'sempre', 'fazer', 'ajuste', 'acerto', 'preciso', 'chegar', 'ponto', 'precisar', 'ir', 'problema', 'calcadao', 'importante', 'dar', 'atencao', 'tao', 'simples', 'precisar', 'fazer', 'ter', 'grande', 'dificuldade', 'calcadao', 'pois', 'percar', 'quarto', 'necessario', 'tempo']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm pagina popular ver primeira pagina qualquer outro site google entanto diz nada respeito,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'pagina', 'popular', 'ver', 'primeiro', 'pagina', 'site', 'entanto', 'dizer', 'respeito']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo logo acaba mostrar primeira visao real todas criancas ama,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'logo', 'acabar', 'mostrar', 'primeiro', 'visao', 'real', 'crianca', 'amar']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar passatempo faz parte banda e pra mim grande desafio a primeira apresentacao aconteceu casa pais dana alem banda unplugged gravadora guitarrista unplugged rob schneider tocou junto banda em entrevista website musico revelou primeiro single nova banda you go porem projeto nunca concretizou schneider explicou primeira vez tocou outras bandas conheceu vocalista breaking benjamin mike shinoda ja segundo banda tocou artistas coldplay muse black sabbath the black crowes metallica the allman brothers band muitos outros,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'passatempo', 'fazer', 'parte', 'bando', 'grande', 'desafio', 'primeiro', 'apresentacao', 'acontecer', 'casa', 'pais', 'dano', 'aler', 'banda', 'unplugged', 'gravadora', 'guitarrista', 'unplugged', 'rob', 'tocar', 'junto', 'banda', 'entrevista', 'musico', 'revelar', 'primeiro', 'single', 'novo', 'banda', 'you', 'go', 'por', 'projeto', 'nunca', 'concretizar', 'explicar', 'vez', 'tocar', 'banda', 'conhecer', 'breaking', 'segundo', 'banda', 'tocar', 'artista', 'coldplay', 'metallico', 'allmanr', 'brother', 'band']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada mim ter tudo feito namorado ainda garoto sempre falou quao vida incrivel sempre grato ver continua trabalhar contrata lo porque bom amigo e assim namorado amigo realmente amo acho sempre lado vai ajudar tudo pais disseram iria deixa lo entrar tempo porque dinheiro venha dinheiro entao namoro primeiro,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigado', 'ter', 'fazer', 'namorar', 'ainda', 'garoto', 'sempre', 'falar', 'quao', 'vida', 'incrivel', 'sempre', 'grato', 'ver', 'continuar', 'trabalhar', 'contratar', 'bom', 'amigo', 'assim', 'namorar', 'amigo', 'realmente', 'amo', 'achar', 'sempre', 'lado', 'ajudar', 'pai', 'dizer', 'deixar', 'entrar', 'tempo', 'dinheiro', 'vir', 'dinheiro', 'entao', 'namoro', 'primeiro']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar ajuda profissionais design vem brasil ajuda empresas design fim ver arte criar coisa unica e compram rapido intuitivo arte fiz ajuda plotter para ver bastidores videos vera clipe oficial youtube nowiki nowiki gravacao site oficial arte arte belem nowiki nowiki,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'ajuda', 'profissional', 'design', 'vir', 'Brasil', 'ajudar', 'empresa', 'design', 'fim', 'ver', 'arte', 'criar', 'coisa', 'unico', 'compr', 'rapir', 'intuitivo', 'fiz', 'ajudar', 'plotter', 'ver', 'bastidor', 'video', 'ver', 'clipe', 'oficial', 'em owiki', 'nowiki', 'gravacao', 'site', 'oficial', 'belem', 'nowiki', 'nowiki']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada estai queria nova editora tao cara esquecesse obra certeza sobre coisas fazendo algo vontade continuar sinto ter perto quer algo sei sobre trabalhar producao sabe empresa bem sucedida acho quero dizer inicio pequena parte sucesso experiencia editor editor musical sendo feito experiencia facil feliz pois acho vou continuar trabalhar mesma confianca mesma paixao sempre crescendo fazendo trabalho,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigado', 'querer', 'novo', 'editora', 'cara', 'esquecer', 'obra', 'certeza', 'coisa', 'fazer', 'vontade', 'continuar', 'sinto', 'ter', 'perto', 'quer', 'saber', 'trabalhar', 'producao', 'saber', 'empresa', 'bem', 'sucedido', 'achar', 'querer', 'dizer', 'inicio', 'pequeno', 'parte', 'sucesso', 'experiencia', 'editor', 'editor', 'musical', 'fazer', 'experiencia', 'facil', 'feliz', 'pois', 'achar', 'continuar', 'trabalhar', 'mesmo', 'confianca', 'mesmo', 'paixao', 'sempre', 'crescer', 'fazer', 'trabalho']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada trabalhar mae podia continuar entao incrivel fundo tudo voltou livro eu fez fez logo casa casa onde grande idiota vou lembrar nome esposa infancia meio disse apenas parte livro ficado parte mim fim normal anos e assim continuou vida livro tornou vez trabalhar morte amigo mim grande momento mim toda vida,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigar', 'trabalhar', 'poder', 'continuar', 'entao', 'incrivel', 'fundo', 'voltar', 'livro', 'fazer', 'fazer', 'logo', 'casa', 'casa', 'grande', 'idiota', 'lembrar', 'nome', 'esposo', 'infancia', 'meio', 'dizer', 'apenas', 'parte', 'livro', 'ficar', 'parte', 'fim', 'normal', 'ano', 'assim', 'continuar', 'vida', 'livro', 'tornar', 'trabalhar', 'morte', 'amigo', 'grande', 'momento', 'vida']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm nos pode ter passar grande quantidade testes google assistente,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'poder', 'ter', 'passar', 'grande', 'quantidade', 'teste', 'google', 'assistente']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm acesso internet atraves programa entao feito lancamento aplicativo multi player logo revelado jogo lancado dois anos,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'acesso', 'atrave', 'programa', 'entao', 'fazer', 'lancamento', 'aplicativo', 'Player', 'logo', 'revelar', 'jogo', 'lancar', 'ano']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm usa botao direita soltar segunda fazer soltar soltar novamente acontecido alguns segundos carregamento,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'usar', 'direita', 'soltar', 'segundo', 'fazer', 'soltar', 'soltar', 'novamente', 'acontecer', 'segundo', 'carregamento']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm falar mal fez segunda e necessario fazer outras coisas fica claro primeiro saber pois primeiro entender sabe modo sabe otimo primeira ver diz ah maravilhoso,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'falar', 'mal', 'fazer', 'segunda', 'necessario', 'fazer', 'coisa', 'ficar', 'claro', 'primeiro', 'saber', 'pois', 'primeiro', 'entender', 'saber', 'modo', 'saber', 'otimo', 'primeira', 'ver', 'dizer', 'maravilhoso']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo otimo visao ver aplicativo jogo jogo modo jogo com nova possibilidade jogador ve visao funcionando corretamente jogo algum onde jogador modo jogo levado chamado spread faz erro jogo com jogador ve visao sabe dificil ver modo funcionando corretamente alem disso novo jogar primeira vez mudar opcoes jogar evitar esquecido,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'otimo', 'visao', 'ver', 'aplicativo', 'jogo', 'jogo', 'modo', 'jogo', 'novo', 'possibilidade', 'jogador', 've', 'visao', 'funcionar', 'corretamente', 'jogo', 'algum', 'jogador', 'modo', 'jogo', 'levar', 'chamado', 'spread', 'fazer', 'erro', 'jogo', 'jogador', 've', 'saber', 'dificil', 'ver', 'modo', 'funcionando', 'corretamente', 'aler', 'novo', 'jogar', 'vez', 'mudar', 'jogar', 'evitar', 'esquecido']"
precisava app colocar cancao video editado tentei outro aplicativo ja visto video regado elogios resumo app vizinho acabou qualidade video tanto resolucao quanto formato sendo opcao escolher queria ficasse assim nao sustentou passar dia todo pelejando vizinho baixei deu bom demais so queria ter lembrado desse editor antes todo stress obrigada tempo fazer paiz todo tipo assim metendo feito paiz queria nunca vez vida comecei editar amor ter sido realmente divertido fez vida tirar paiz tempo atras onde nunca metendo paiz entao metendo paiz comecei tentar trabalhar paiz entao cheguei ponto vida cara entao comecamos trabalhar outro lado assim comecei fazer coisas fiz vida,surprise,positive,"['precisar', 'app', 'colocar', 'cancao', 'video', 'editar', 'tentar', 'aplicativo', 'ver', 'video', 'regar', 'elogio', 'resumo', 'app', 'vizinho', 'acabar', 'qualidade', 'video', 'tanto', 'resolucao', 'quanto', 'formato', 'opcao', 'escolher', 'querer', 'ficar', 'assim', 'sustentar', 'passar', 'dia', 'pelejar', 'vizinho', 'baixei', 'dar', 'bom', 'demais', 'querer', 'lembrar', 'editor', 'antes', 'stress', 'obrigar', 'tempo', 'fazer', 'paiz', 'tipo', 'assim', 'fazer', 'querer', 'nunca', 'vez', 'vida', 'começar', 'editar', 'amor', 'realmente', 'divertido', 'fazer', 'vida', 'tirar', 'paiz', 'tempo', 'atra', 'nunca', 'meter', 'paiz', 'entao', 'meter', 'começar', 'tentar', 'trabalhar', 'entao', 'ponto', 'vida', 'carar', 'entao', 'comecamos', 'trabalhar', 'lado', 'assim', 'começar', 'fazer', 'coisa', 'fiz', 'vida']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo entao pessoas dizem bastante facil usar poder tirar fotografias gente tudo bom gente fica casa,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'entao', 'pessoa', 'dizer', 'bastante', 'facil', 'usar', 'poder', 'tirar', 'fotografia', 'gente', 'bom', 'gente', 'ficar', 'casa']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm fazer assim tudo novo aplicativo novo servico internet feito problemas depois tudo tudo tudo parece terminar agora donos toda empresa pagos usar nova companhia otimo novo servico internet tudo acaba todos sabem funcionando ainda ultima vez empresa consegue pagar impostos nova empresa,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'fazer', 'assim', 'novo', 'aplicativo', 'novo', 'servico', 'Internet', 'fazer', 'problema', 'depois', 'parecer', 'terminar', 'agora', 'donos', 'empresa', 'pagar', 'usar', 'novo', 'companhia', 'otimo', 'novo', 'servico', 'acabar', 'saber', 'funcionar', 'ainda', 'ultimo', 'vez', 'empresa', 'conseguir', 'pagar', 'imposto', 'nova', 'empresa']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm cuidar irma escritorio fica contente,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'cuidar', 'irmo', 'escritorio', 'ficar', 'contente']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo base google glass,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'base', 'glass']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm presenca torna presenca intensa pois presenca manifesta movimento mesma velocidade alguem posicao horizontal contato,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'presenca', 'tornar', 'presenca', 'intenso', 'presenca', 'manifesto', 'movimento', 'mesmo', 'velocidade', 'alguir', 'posicao', 'horizontal', 'contato']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo negocio tenda deu oportunidade comprar quero ficar posso tirar ti assim posso fazer quero vida quero dizer vou esquecer porque vida vida mim dizer feliz deixar ninguem veri,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'negocio', 'tenda', 'dar', 'oportunidade', 'comprar', 'quero', 'ficar', 'poder', 'tirar', 'assim', 'poder', 'fazer', 'quero', 'vida', 'querer', 'dizer', 'esquecer', 'vida', 'vido', 'dizer', 'feliz', 'deixar', 'veri']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo todo objetivo dar melhor qualidade regiao fazer crescer comercio comercio por todo agradecer deus boas vendas ajudaram implantacao comercio mercadorias ano seguinte ano,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendar', 'objetivo', 'dar', 'bom', 'qualidade', 'regiaor', 'fazer', 'crescer', 'Comercio', 'comerciar', 'agradecer', 'bom', 'venda', 'ajudar', 'implantacao', 'Comercio', 'mercadoria', 'ano', 'seguinte', 'ano']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo processo mas fazendo sim servicos base qualidade parceiros compra produtos vem contato shopee entrega ir contato empresa fornecedor sendo negocio sendo feito conseguir entrega contato empresa fornecedor eu feliz ter chegado conclusao apenas divida compra produtos,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendar', 'processo', 'fazer', 'sim', 'servico', 'base', 'qualidade', 'parceiro', 'compra', 'produto', 'vir', 'contato', 'shopee', 'entregar', 'ir', 'contato', 'empresa', 'fornecedor', 'negocio', 'fazer', 'conseguir', 'entrega', 'contato', 'empresa', 'fornecedor', 'feliz', 'chegar', 'conclusao', 'apenas', 'divir', 'compra', 'produto']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo producao outros produtos loucas canola canola d agua canola quente canola lacrete rosa,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomer', 'producao', 'produto', 'louco', 'aguo', 'canola', 'quente', 'lacrete']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm tres personagens serie amigos relacionamento fixo capazes fazer algo cada,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'tr', 'personagem', 'amigo', 'relacionamento', 'fixo', 'capaz', 'fazer']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm experiencia empresa boa fazer coisas bem cliente a empresa sempre sempre frente sabe tirar proveito problemas surgem clientes passam nota feliz experiencia torna trabalho perfeito agradavel ambos,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'experiencia', 'empresa', 'bom', 'fazer', 'coisa', 'bem', 'cliente', 'empresa', 'sempre', 'sempre', 'frente', 'saber', 'tirar', 'proveito', 'problema', 'surgir', 'cliente', 'passar', 'nota', 'feliz', 'experiencia', 'tornar', 'trabalho', 'perfeito', 'agradavel']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm lado outras pessoas ve mulher ajuda marido consegue resolver problema ter dinheiro suficiente pagar contas bancarias,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'lado', 'pessoa', 'mulher', 'ajudar', 'marido', 'conseguir', 'resolver', 'problema', 'ter', 'dinheiro', 'suficiente', 'pagar', 'conta', 'bancaria']"
comeco primeira vez uso gostei bacana poder contar app acessivel onde podemos criar artes custo oportunidade poder trabalhar ate celular simples acessibilidade obrigado canva poucos vou adaptando aprimorando aprendendo usar desenvolver app onde possivel importa dificuldades uso ira obter onde uso maior dificuldade app recomendado escolhido lancado abril aplicativo instagram criado parceria empresasapps facebook aplicativos vendidos google,surprise,positive,"['comeco', 'primeiro', 'vez', 'uso', 'gostar', 'bacano', 'poder', 'contar', 'app', 'acessivel', 'poder', 'criar', 'arte', 'custo', 'oportunidade', 'poder', 'trabalhar', 'celular', 'simples', 'acessibilidade', 'obrigar', 'canva', 'adaptar', 'aprimorar', 'aprender', 'usar', 'desenvolver', 'app', 'onde', 'possivel', 'importar', 'dificuldade', 'uso', 'obter', 'uso', 'grande', 'dificuldade', 'app', 'recomendar', 'escolher', 'lancar', 'abril', 'aplicativo', 'instagr', 'criar', 'parceria', 'empresasapps', 'facebook', 'aplicativo', 'vender']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo ajuda outros podemos perceber aplicativo usa pode executado utilizando navegador safari podemos definir site vamos seguir site encontra podemos saber site dodo entao vamos colocar dodo google play,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'ajudar', 'poder', 'perceber', 'aplicativo', 'usar', 'poder', 'executar', 'utilizar', 'navegador', 'safari', 'poder', 'definir', 'site', 'seguir', 'site', 'encontro', 'poder', 'saber', 'site', 'dodo', 'entao', 'colocar', 'dodo', 'google', 'playr']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm aplicativo funciona pois mostrara resultados testes feitos proximo programa versao aplicativo vai instalada proxima,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'aplicativo', 'funcionar', 'resultado', 'teste', 'fazer', 'proximo', 'programa', 'versao', 'aplicativo', 'instalar', 'proximo']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomme lo tarde dia aplicativo volta normal voltou vez open hole,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomme', 'tarde', 'dia', 'aplicativo', 'voltar', 'normal', 'voltar', 'vez']"
receio comprar shopee mercadoria nao entregue nao gostar produtos entao resolvir dar chance bem satisfeita produtos comprei sao qualidade unico problema entrega resolveram prontidao recomendo oferta cara ma qualidade entao comecei trabalhar armazem primeira pessoa pedir sao saiu bom produto vendendo vendendo depois sao coisa havia sido pedida empresa acabasse grande empresa comprando tao bem ir justica ficar la tudo aconteceu falar coisa falar acho disse empresa fazer coisa disse coisa sido pedida poderia ter sido comprada oferta e entrou oferta cara disse pagar pagar primeira vir sao ficasse la gente quis pagar porque queria ficasse la eu falar negocio pedida sao abriu coisas boas acho comercio negocio bom acho negocio otima,surprise,positive,"['receiar', 'comprar', 'shopee', 'mercadoria', 'entregar', 'gostar', 'produto', 'entao', 'resolvir', 'dar', 'chance', 'bem', 'satisfeito', 'produto', 'comprei', 'sao', 'qualidade', 'unico', 'problema', 'entregar', 'resolver', 'prontidao', 'recomendo', 'oferta', 'carar', 'qualidade', 'entao', 'comecei', 'trabalhar', 'armazer', 'primeiro', 'pessoa', 'pedir', 'sair', 'bom', 'produto', 'vender', 'vender', 'depois', 'sao', 'coisa', 'pedir', 'empresa', 'acabar', 'grande', 'empresa', 'comprar', 'tao', 'bem', 'ir', 'justico', 'ficar', 'acontecer', 'falar', 'coisa', 'falar', 'achar', 'dizer', 'empresa', 'fazer', 'coisa', 'dizer', 'coisa', 'pedir', 'poder', 'comprar', 'oferta', 'entrar', 'oferta', 'cara', 'dizer', 'pagar', 'pagar', 'primeiro', 'vir', 'sao', 'ficar', 'gente', 'querer', 'pagar', 'querer', 'ficar', 'falar', 'negocio', 'pedir', 'abrir', 'coisa', 'bom', 'achar', 'comercio', 'negocio', 'bom', 'achar', 'negocio', 'otimo']"
aplicativo otimo primeira visao parece complicado mexer porem vice entende funciona percebe verdade facil mexer bomm servico pode facilmente atualizado encontra aplicativo disponivel cada versao capaz salvar favoritos tempo usuario,surprise,positive,"['aplicativo', 'otimo', 'primeiro', 'visao', 'parecer', 'complicado', 'mexer', 'por', 'vice', 'entender', 'funcionar', 'percebe', 'verdade', 'facil', 'mexer', 'bomm', 'servico', 'poder', 'facilmente', 'atualizar', 'encontrar', 'aplicativo', 'disponivel', 'versao', 'capaz', 'salvar', 'favorito', 'tempo', 'usuario']"
