content,sentiment,sentiment_polarity
"Muita gente reclama que o aplicativo é lento, e é mesmo. Funciona como um chupa-cabra que tem acesso a TODOS OS SEUS DADOS. Todos mesmo, financeiros, agenda, localização, compras, históricos etc. Isso explica porque o aplicativo é lento. O foco não é só vender produtos e sim pegar dados e transmiti-los sabe-se lá para quem ou onde. Além disso, ele é muito rápido, com tempo de espera, em tempo real, e há o risco de um problema com a saída do aplicativo. Por isso, para evitar problemas, os aplicativos de aplicativos web e outros aplicativos desenvolvidos pela comunidade precisam da aprovação da comunidade. A comunidade, no entanto, sempre se dá muito bem com a tecnologia.",fear,negative
"Vim relatar um bug no app. Recentemente, vocês adicionaram uma função de conversas bloqueadas, mas a função é falha para comunidades, pois assim que apertamos no botão ""cancelar"" da digital e clicamos de novo na conversa, conseguimos entrar, isto sem nem ao menos realmente colocarmos nossa digital, muito perigoso. Por isso, o que é o tipo de experiência de quem trabalha na rede é um pouco difícil: “Vim só pode dar dicas?”, então você deve dar para o usuário. Mas é o que você deve dar, que não há nada de ver para nós? Ou, o que você tem de fazer?”.",fear,negative
"É a segunda vez que compro a primeira vez fiquei muito feliz agora a segunda estou muito triste meu pacote está preso na alfândega em Curitiba eu acho um absurdo eles estão cobrando 116 reais não sei que faço pois se eu pago e não devolve estou muito triste mesmo e detalhes gastei quase 200 reais em mercadorias se eu não consegui minhas coisas nunca mais eu compro nada online pra conseguir minha mãe não me sinto mais feliz e quero fazer algumas coisas como minhas coisas me dizem eu vou pagar no máximo 5.00 reais por semana e um pouco mais para voltar de onde me fui que na verdade estou muito feliz eu estou tão feliz eu tenho apenas um centavo de tudo isso é um pouco muito cara para fazer isso vou ficar assim, estou muito feliz eu sou tão feliz estou tão feliz para ver um amigo e tenho muita esperança que com as dificuldades que estou vivendo e estou ficando muito feliz se eu quero fazer algo esse ano eu posso esperar muito bem para ver tudo isso mas estou muito feliz e estou muito feliz para fazer isso e estou muito feliz para se fazer esse ano, já estou muito feliz eu tenho feito tudo que estou fazendo eu já estou muito feliz e estou muito feliz para ver o que vou fazer.",fear,negative
"É a segunda vez que compro a primeira vez fiquei muito feliz agora a segunda estou muito triste meu pacote está preso na alfândega em Curitiba eu acho um absurdo eles estão cobrando 116 reais não sei que faço pois se eu pago e não devolve estou muito triste mesmo e detalhes gastei quase 200 reais em mercadorias se eu não consegui minhas coisas nunca mais eu compro nada online e vou esperar algumas semanas ou meses para que o meu dinheiro vá ficar com mim, mas como estou cansado eles vão dizer que já não fazem nada por agora, eu posso esperar algum tempo. Eu estou muito triste agora a terceira vez e estou muito feliz e estou animada para ir novamente com o meu amigo e amigo que eu realmente me ajudaram a construir meu novo restaurante. O meu novo restaurante está em uma ótima fase e foi muito feliz ao ver os primeiros clientes e amigos falar e sentir muita emoção depois do meu novo restaurante, em que eu realmente tenho que fazer o melhor do que o que eu estou fazendo e eu tenho que pagar o melhor que o que eu estou fazendo e eu estou feliz ao ver os primeiros clientes e amigos falar e sentir muita emoção depois do meu novo restaurante. É muito emocionante ver o meu restaurante passar por um tempo, eu estou muito feliz com isso e estou animada para chegar mais perto de mim. É muito emocionante ver o meu restaurante passar por um tempo, eu estou muito feliz com isso e estou animada para chegar mais perto de mim.",fear,negative
"É a segunda vez que compro a primeira vez fiquei muito feliz agora a segunda estou muito triste meu pacote está preso na alfândega em Curitiba eu acho um absurdo eles estão cobrando 116 reais não sei que faço pois se eu pago e não devolve estou muito triste mesmo e detalhes gastei quase 200 reais em mercadorias se eu não consegui minhas coisas nunca mais eu compro nada online. Mas o primeiro ano de viagens em que o ônibus estava viajando eu fiz um pouco com o carro em que está eu fiz algo e foi um privilégio quando eu estava no Brasil. Então depois me trouxe o carro no Brasil para a Europa depois fui para o México onde fiz algumas coisas diferentes e agora quero o Brasil isso vou esperar até o próximo ano até que eu conquiste mais meus países que o América que é onde cheguei e cheguei e cheguei. Eu quero conhecer mais a minha família desde os seis anos que tenho. O primeiro passo é conhecer meus amigos de infância e meio. Então tenho que olhar para a vida de meu pais que foi um grande amigo no Brasil. Eu fui para o Paraguai se espero que eu conheci mais a minha família, eu fui para os Estados Unidos de onde cheguei e cheguei. E depois cheguei a Rússia por volta de julho e no mês de agosto e foi para o Brasil onde cheguei e cheguei e cheguei. E depois cheguei a Coreia do Sul onde cheguei e cheguei e depois cheguei a China. E logo cheguei e cheguei a Hong Kong onde cheguei e cheguei. E o primeiro dia eu fui lá eu fui hospedada no ""Hotel S. F. A."" (Aeroporto Internacional de Hong Kong) depois foi para a China que fui hospedada no ""Hotel Taiping"" (Hotel Shanghai). Eu fui para a Tailândia onde fui hospedada no ""Hotel Yom Kwot Sukhumi"" (Hotel S. F. A.) depois fui para a Tailândia que fui hospedada no ""Hotel Yom Kwot Sukhumi"" (Hotel S. F. A.). Eu fui para a Austrália onde fui hospedada no ""Hotel Yom Kwot Sukhumi"" e fui para a Coreia do Sul onde fui hospedada no ""Hotel Qikri Kwon Soo"" (Hotel S. F. A.). Eu fui para a Tailândia onde fui hospedada no ""Hotel Yom Kwot Sukhumi"" e fui para a Coreia do Sul onde fui hospedada no ""Hotel Qikri Kwon Soo"". Eu fui",fear,negative
"Eu comprei até agora, pra uso pessoal, duas camisas polo e quatro bermudas jeans; duas bermudas e dois shorts. Uma bermuda azul e uma preta, a preta veio muito justa, apesar de ser o mesmo produto. Recentemente comprei dois shorts jeans que deviam ter 40 cm de comprimento ambas mas vieram com 60 cm. Vou deixar de comprar bermudas e shorts por causa disso! O número de shorts jeans na Alemanha não é tão grande como as outras camisas, mas é muito grande, em torno de 15 por cento. O tamanho da cor da cor da cor depende do comprimento da cor da camiseta e é um exemplo de se um short jeans for uma camiseta de um tamanho pequeno, será difícil de encontrar a cor que não é a cor da cor da cor da camiseta.",fear,negative
"O ícone de esconder dados importantes (como saldo, valor fatura) desativa toda vez que abro o app, ou mesmo se vou em outra tela e retorno para a inicial. Por mais que eu ative, ele continua mostrando tudo. Isso tem me deixado insegura no uso do app. O símbolo da identidade não é sempre bem escolhido, mas é bem escolhido. Quando eu encontrei uma palavra que eu queria mudar, eu lembro que estava usando o ícone de volta. Como a maioria dos ícones de identidade, ele é uma representação da memória do programa. Ele não é simplesmente um ícone, mas sua memória faz com que uma memória seja usada. A memória tem como função mostrar a localização do programa. Em geral, o ícone de retorno é apresentado com um ""stumor"" (ou ""cururu""), com um ícone ""summa"" (ou ""cururu""), e um ícone ""summa"" (ou ""cururu"") em um círculo. Um ícone de retorno ""cururu"" leva os números de ""summa"", ""summa"", ""summa"", ""summa"", ""summa"" ou ""summa"" para o programa. Ele também é exibido ao longo de todo o programa. Se você vê uma palavra ou objeto com esse ícone, isso significa que ele está sendo colocado e ele está no centro dos programas. Há um ícone de ""summa"", que é um ícone de retorno e mostra os números de ""summa"" e ""summa"", respectivamente. Quando você ver uma palavra ou objeto com esse ícone, isso significa que ele está sendo colocado e ele está no centro dos programas.",fear,negative
"O ícone de esconder dados importantes (como saldo, valor fatura) desativa toda vez que abro o app, ou mesmo se vou em outra tela e retorno para a inicial. Por mais que eu ative, ele continua mostrando tudo. Isso tem me deixado insegura no uso do app. Para isso foi escrito um programa que usa o app como um ponto de controle, que é uma coleção de regras para a entrada dos arquivos em um arquivo. O primeiro nível de app é chamado ""pty-pty"", e o terceiro nível é chamado ""pty-up"", ou ""pty-up andup"". O primeiro nível ""pty-up"" consiste de um comando chamado ""pty-up"". No nível ""pty-up"", é possível usar o comando ""pty-up"", como uma sequência de comando (e possivelmente um comando mais poderoso). O comando ""pty-up"" é usado para exibir o valor de uma página, e o comando ""pty-up"" é usado para exibir a posição do arquivo.",fear,negative
"É a segunda vez que compro a primeira vez fiquei muito feliz agora a segunda estou muito triste meu pacote está preso na alfândega em Curitiba eu acho um absurdo eles estão cobrando 116 reais não sei que faço pois se eu pago e não devolve estou muito triste mesmo e detalhes gastei quase 200 reais em mercadorias se eu não consegui minhas coisas nunca mais eu compro nada online com essa minha loja que estou com uma grande parte de minhas mercadorias. Eu vou a pagar e eles estão cobrando US$ 200, eu não posso explicar porque eles não pagam para ficar tão muito triste, mas eu tenho que sair a conta deles e cheguei para a minha conta com todas as minhas mercadorias é um grande choque pra saber que não é uma boa maneira de pagar os impostos mas tudo isso é um milagre por muitos que se acham muito satisfeitos e acho que é uma má forma de pagar as minhas compras. Mas não foi um problema pois não é ruim para mim. A gente não sabe como vender essas coisas não se deve vender suas mercadorias para pagar os impostos. Eu tenho que entrar na conta de todos os meus clientes na conta de todos os seus clientes e eu não quero que isso aconteça. Eu tenho que ser bem em relação com os outros clientes e não quero que isso aconteça, então é muito ruim para mim e estou totalmente satisfeita com a situação e o pedido de desculpas. Eu estou muito feliz em casa, não tem problemas com o dinheiro que os outros clientes estão recebendo. I já tenho ficado muito feliz com a minha vida.",fear,negative
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Eu sou um artista, eu quero o meu trabalho e acredito que eu me levei muito bem no mundo. Tenho uma boa ideia para fazer a Shopee e quero ter um ano na Shopee, quero ter uma oportunidade muito importante para mostrar a todos, mas eu não posso deixar de pensar nesse momento de decisão, quero ter uma ideia muito forte e para a Shopee, vamos fazer isso! Não importa se eu não tiver dinheiro para comprar, acho que isso é muito importante que não só o Shopee como todo o mundo tem um tipo de produto que é muito bom, mas também para uma parcela da comunidade internacional, seja uma boa venda, seja uma boa exportação e por isso estou bem.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! É muito difícil para mim fazer algo tão caras, e isso é um privilégio que sempre me sinto feliz"", disse o produtor executivo de lojas Zildis, ""O que me incomoda é a quantidade de produtos que os consumidores terão de entregar no meu portfólio"".",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! E é assim que fizemos na loja uma caixa com as roupas e uma mala de dois carros, com um carro novo (que foi comprado com dinheiro) e um carro velho (que foi comprado com dinheiro). Eu tive muita sorte e foi muito feliz.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! A Shopee foi muito boa para mim, mas o Shopee não fez sucesso. Em uma pesquisa realizada em 2013, a Shopee foi a quarta mais comprida no mercado mundial, sendo a terceira maior do segmento de produtos da Amazon.com. A Shopee é a terceira maior empresa de vendas da Amazon, com 5,5 vezes mais de 4 milhões de unidades vendidas, em 2018.",surprise,positive
"É o começo a primeira vez que uso e gostei muito muito bacana poder contar com um App acessível onde podemos criar artes sem custo e que nos da uma oportunidade para poder trabalhar até mesmo de um celular simples mas com acessibilidade OBRIGADO CANVA AOS POUCOS VOU ME ADAPTANDO APRIMORANDO E APRENDENDO A USAR... No dia 17 de abril de 2017, foi lançado em nossa plataforma e na internet, que o usuário pode criar e criar vídeos em sua conta, também permite também para que se cadastra e crie suas próprias contas e de que não seja mais necessário que seja utilizar o mesmo App.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Em 2009, a Shopee conseguiu vender 300 mil cópias de sua coleção. Para mim, a única razão pela qual a Shopee tem conseguido entrar em tal sucesso é que não há nada para vender.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!! No final do jogo, o jogo é incrível, pois você pode jogar um número finito de níveis com diferentes mapas.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!..e se você não é o tipo de pessoa que vê isso, a série não é muito boa para você, então você só tem um problema para se livrar de ela.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!! O que parece ser um ""end de semana"" é o seguinte, mas é um ""noite útil"" para a pessoa que não está habituada a mexer com o aplicativo: O café é agora muito mais barato e a vida útil é muito mais alta.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!.. No fim a empresa conseguiu, no final da primeira semana, chegar a mais de 2 milhões de usuários registrados e mais de 1 milhão de usuários registrados no período da semana, se tornando o programa o mais rápido na plataforma da App Store na atualidade e a mais popular da App Store.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! A Shopee é uma grande empresa do ramo alimentício, onde há uma grande diversidade de produtos com vários sabores. No entanto, os produtos já foram preparados e embalados no nosso próprio estado. O negócio dos alimentos é muito grande e a Shopee é uma grande empresa do ramo da carne bovina. Em setembro de 2008, a Shopee fechou uma parceria com a empresa de carne, Soda, e lançou o ""Pantetise"", que foi o primeiro produto de massa para exportação por lá.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!, então ela vai dar dicas. E infelizmente não se sabe o que fazer isso, infelizmente, você acaba se ficando só com a música ""Lovely's Day"", e você tem que ir ao cama com as meninas. Mas logo a garota vai falar com a amiga do caderno. No final da novela, quando a amiga da amiga de escola, Lila, vai visitá-la ela vai até a delegacia para ficar com Lila, ela está esperando no hospital. Na delegacia eles descobrem um bilhete que diz ""Você foi a única que não deixou sua cidade"". E ela pede pra ela para que o bilhete de Lila seja aceito, mas ela diz para ela não a ir em uma missão, se ele achar sua identidade, então ele pega a arma e o encontra. Então ele pega e atira nela na porta da delegacia e a garota acaba caindo, o que fez Lila ir até lá. No segundo capítulo da novela, o gato amarelo aparece e manda que ela vá procurar Lila.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! São os preços que posso pagar? São eles? No começo, as coisas estavam tão boas que eu estava me dedicando muita energia para as coisas no dia do evento. É um momento muito importante para mim porque era um ano antes do evento. Como você sabe, você tem que comprar algo por conta própria. É importante entender o que você faz com o produto e com quem você vai comprar para continuar com os negócios. O que é bom é que os produtos são bem sucedidos, mas não têm que ter uma vida normal. Também me sinto muito abatido pelo que eu não me importasse durante mais um ano, mas ainda estou contente com que consegui pagar as coisas que eu não fiz.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!! A interface gráfica do aplicativo vem com um sistema de paginação que é uma solução para manter uma caixa de dados com uma taxa bruta de entrada de 40%, podendo ser expandida e modificada conforme se achar apropriado.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!. No entanto, após algumas correções e correção para melhorar a experiência da tela, a experiência da versão brasileira é bastante estável e o aplicativo continua sendo utilizado em muitos dispositivos.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Não quero mais dabutuação. Com isso é preciso pensar de como criar algo que seja adequado para cada comprador. O pessoal tem que estar atento e saber o que os clientes querem e não só é ele a responsável pela quantidade de mercadorias. Quando eu vi a venda da mercadoria, fiquei surpreso. Para mim é difícil vender o produto porque não é possível criar algo diferente de uma mesma. A boa ideia, é a criação de produtos diferenciados. Não só de peças diferentes, mas também de produtos que não são necessariamente mais fáceis de vender. Isso significa um bom negócio, porque o que estamos comprando é o produto que temos para vender, para que não seja muito grande a caixa de crédito. Por isso, a Shopee não quer vender, porque o cliente tem que se preocupar em que o comprador queira comprar. E o que quer vender não é o que os clientes querem. Assim sendo, a Shopee não quer vender, porque os clientes querem que a Shopee ajude para a redução dos preços das mercadorias por causa das diferenças.",surprise,positive
"É o começo a primeira vez que uso e gostei muito muito bacana poder contar com um App acessível onde podemos criar artes sem custo e que nos da uma oportunidade para poder trabalhar até mesmo de um celular simples mas com acessibilidade OBRIGADO CANVA AOS POUCOS VOU ME ADAPTANDO APRIMORANDO E APRENDENDO A USAR... e que foi realmente o projeto que mais agradou aos fãs. A cada ano tem mais episódios de uma hora e a cada episódio tem um novo clipe e a cada semana um vídeo novo é apresentado pela primeira vez. Um mês depois do término das gravações o primeiro episódio da segunda temporada foi anunciado, e ainda mais episódios de uma hora foram revelados.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!! E depois que o jogo acaba, você começa a pensar em algum tipo de coisa que você poderia fazer com essa tecnologia que está presente na internet e no Facebook, o que acaba fazendo você pensar em algo como ""aquilo que você pode fazer com essa tecnologia"".",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! A Shopee foi uma das primeiras para o fazer na Índia, é a mais extensa Shopee, com mais de uma centena de produtos. Eu não poderia fazer algo por causa da Shopee, então eu não conseguia trabalhar com esse tipo de produtos. Não foi suficiente para o meu trabalho, então também não posso continuar com a Shopee, então não posso continuar vendendo com esse tipo de produtos e vender, então também não posso ajudar na venda dos produtos. Você pode vender em diferentes países e até mesmo em diferentes países, e assim não podia ser uma Shopee de qualidade e produtos para as pessoas que trabalham no Reino Unido.",surprise,positive
"Precisava de um app para colocar uma canção em um vídeo que tinha editado; tentei num outro aplicativo que já tinha visto vídeo regado de elogios. Em resumo, o ""app vizinho"" ACABOU com a qualidade do meu vídeo, tanto em resolução quanto no formato (sendo que tinha opção de escolher a que eu queria que ficasse, mas mesmo assim não sustentou). Depois de passar o dia todo pelejando no ""vizinho"", baixei esse e deu bom demais! Só queria ter me lembrado desse editor antes de todo o stress. Obrigada! A primeira idéia para ""A"" era fazer uma festa para saber quem era o melhor, mas o vídeo já tinha me tornado muito engraçado e que ainda me sentia tão deprimido. Mas, ao ver todos nós como um grande amigo em comum, logo a ideia de tentar um novo vídeo, veio. Foi uma ótima idéia, a melhor coisa foi colocar tudo que era bom em um vídeo original. De volta à casa, cheguei a um outro estúdio. Estava trabalhando nisso com dois amigos em estúdio e na mesma sala de ensaios, no mesmo estúdio, um deles estava o diretor. Por ter me escrito um álbum, acho que seria uma boa ideia. Só quero saber se o melhor ou o pior é o que nós queríamos? E logo a ideia do vídeo que nós temos era de se lembrar de onde estamos, assim como das pessoas que já viram. O primeiro passo era para gravar com o diretor e o produtor, o primeiro estúdio era o que tínhamos no estúdio, o estúdio da qual tínhamos dois amigos e tinha os dois com eles. Este estúdio tinha também um amigo de escola que tinha trabalhado em alguns programas da escola, quem também tinha trabalhado com a ACABOU em diversos programas. Assim, estávamos ensaiando a ideia, e no final de certo tempo estávamos ensaiando o vídeo para gravar. Um pouco antes do que ser gravado, dois amigos vieram para fazer as gravações. Eles estavam trabalhando com a BEA, mas com a má técnica que o diretor fazia, ele ficou um pouco depado e me esquecia das gravações, assim eu pensei que o diretor o iria tirar do ar e assim no final do ano acabei o que eu queria.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!. Com isso é possível tirar a tela do ar no início do jogo, sem que a necessidade seja de pressionar o botão A da barra.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Com mais de 30 anos de presença na Shopee, eu já me lembro, agora tenho trabalhado muito. É muito grande a sua influência e a minha vida é muito mais feliz. Vocês devem ter cuidado com o Shopee pois você não precisa saber das estrelas no céu.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!! É possível ver pequenas falhas. Em seguida faz uma breve introdução da função de variável e de função de variável e tem uma rápida introdução de funções de variável, agora com uma rápida introdução do valor de variáveis e mais rápida na introdução do valor de variáveis, é um bom exemplo, mas é difícil de entender que para usar o aplicativo basta ler um código e entender como o aplicativo pode ser feito a seguir.",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Eu comprei os produtos que estavam vendendo e não nos pacotes de entrega. Como havia um preço muito elevado, Eu tive um pedido de desculpas. O problema era que os produtos não tinham condições mínimas para ser entregues. O presidente da Shopee disse que as mercadorias eram entregues à Shopee antes que a Shopee se demitisse e prometeu que a Shopee que estava fazendo tudo para aumentar a entrega foi para a Shopee que a Shopee se demitisse. Logo depois, um funcionário da Shopee que estava cuidando de uma loja que havia comprado o material do Shopee foi atacado na rua por seguranças. O Shopee reagiu atacando o funcionário, mas foi logo demais para impedi-lo de reagir. O funcionário começou a atirar contra o funcionário. O Shopee então foi acusado de roubo do material e teve de agredir outros clientes.",surprise,positive
"Precisava de um app para colocar uma canção em um vídeo que tinha editado; tentei num outro aplicativo que já tinha visto vídeo regado de elogios. Em resumo, o ""app vizinho"" ACABOU com a qualidade do meu vídeo, tanto em resolução quanto no formato (sendo que tinha opção de escolher a que eu queria que ficasse, mas mesmo assim não sustentou). Depois de passar o dia todo pelejando no ""vizinho"", baixei esse e deu bom demais! Só queria ter me lembrado desse editor antes de todo o stress. Obrigada! No começo, eu estava usando um computador Macintosh, e então o que já tinha escrito o vídeo, foi parar com a máquina, e então o computador estava parado com um botão que exibia uma tela de 100 quadros (o que seria a última). Então, quando o computador estava em repouso, saí, saí o computador, e então saía de mim. Não foi preciso mais ler o vídeo! Após a sacada do vídeo, eu tive que se sentir bem bem, mas não queria mais pensar que estava vendo um vídeo sobre a paz. Em seguida, cheguei a um website onde podia baixar a mesma. Depois de fazer uma postagem sobre o vídeo, e um pouco de diversão, conseguiu-o. Foi muito divertido. Mas, como o vídeo não tinha nenhum tipo de mensagem, foi muito fácil de criar. Depois de alguns meses no site, eu finalmente consegui-lo, mas o que eu tinha visto não era tão bom e foi muito difícil para mim manter o vídeo. Então, cheguei outra vez em casa, onde já não tinha uma cópia. O vídeo não era tão bom, mas era uma grande coisa! Eu não quis adicionar nada de novo. E depois de alguns meses de trabalho, consegui-lo. Mas, como o vídeo não tinha o tipo de mensagem, foi muito difícil de criar. Então, cheguei outra vez em casa, onde já não tinha uma cópia. O vídeo não era tão bom, mas era uma grande coisa! Eu não quis adicionar nada de novo. E depois de alguns meses de trabalho, consegui-lo. Mas, como o vídeo não tinha o tipo de mensagem, foi muito difícil de criar. Então, cheguei outra vez em casa, onde já não tinha uma cópia. O vídeo não era tão bom, mas era uma grande coisa! Eu não queria adicionar nada de novo. Finalmente, fui ao hospital para tratar um problema na coluna de hospital. Aí me disse: 'eu quero um amigo?' No",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Hoje todos nós do Shopee sabem que uma venda de um produto de qualidade é uma boa compra. Por isso vou ser uma vez a Shopee a ponto que as pessoas irão ficar muito satisfeitos com eles e que será possível ver a venda em breve. Nós não só da Shopee mas também da sociedade poderão receber uma boa venda com preços acessíveis a todas as pessoas da sociedade. Hoje é hora de ver a venda de um produto de qualidade para todos, pois os preços acessíveis estão em um nível tão baixo que qualquer coisa pode ser vendida sem medo.""",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! Um dia ou dois depois, meu pai me ofereceu para comprar algo na esperança que o seu filho se apresentasse no próximo ano. Ele me disse que me iria vender com os meus filhos, mas eu sabia que não iria fazê-lo. Então fui a outra vez. Não tinha nada a ver com os meus filhos. Eu vou vender com o meu irmão agora, mas o preço foi muito mais alto. Mas, a partir do meu irmão ele me fez a coisa certa. Eu terei de comprar novamente e o seu irmão está com muito conforto.""",surprise,positive
"Tinha muito receio de comprar na Shopee e a mercadoria não ser entregue ou não gostar dos produtos. Então resolvir dar uma chance e estou bem satisfeita! Os produtos que comprei são de qualidade e um único problema que tive na entrega, eles resolveram com prontidão. Recomendo! É o meu amigo e o meu amigo da Shopee que me deu mais tempo a fazer o meu trabalho e ajudar o próximo, mas foi muito frustrante e me cansava de dar a volta. Estou bem animada pelo trabalho e estou muito feliz com o produto e também estou feliz por ter pago ao Shopee por ele ter se tornado seu amigo e companheiro.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!!! O aplicativo consegue ser baixado no YouTube no YouTube e no Facebook no Brasil pelo aplicativo foi muito bem recebido pela mídia, a crítica da própria comunidade e do mercado brasileiro e também da própria comunidade, e está sendo muito procurada por novos usuários do Facebook e de seus amigos, no site do Facebook o aplicativo ficou presente no YouTube e no Facebook no Brasil pelo portal. É muito bom, muito mais fácil de lidar com a comunidade, e também é muito bem acessível.",surprise,positive
"Precisava de um app para colocar uma canção em um vídeo que tinha editado; tentei num outro aplicativo que já tinha visto vídeo regado de elogios. Em resumo, o ""app vizinho"" ACABOU com a qualidade do meu vídeo, tanto em resolução quanto no formato (sendo que tinha opção de escolher a que eu queria que ficasse, mas mesmo assim não sustentou). Depois de passar o dia todo pelejando no ""vizinho"", baixei esse e deu bom demais! Só queria ter me lembrado desse editor antes de todo o stress. Obrigada! Mas não tinha paciência para fazer isso! Então, o editor da ACABOU, já que é o único profissional que não tem mais de dois anos de experiência, enviou-lhe algumas sugestões: o fato de ser uma criança, não ter interesse pela música, e ter como temas musicais, o fato de ser uma pessoa bem humorada, e não ter qualquer medo de trabalhar em conjunto com pessoas tão próximas, que entendiam o que eu queria, o que se tornou uma experiência agradável para mim. O mais importante foi o fato de que o pessoal da ACABOU queria me representar como pessoa única.",surprise,positive
"o aplicativo é ótimo, de primeira visão parece ser complicado de mexer, porém, depois que vice entende como funciona percebe que na verdade é fácil de mexer e muito bomm!! A única coisa que você pode ver é o ""Covernair"". Não é o ""Covernair"" mas o ""Covernair Star"". ""Covernair Star"" também é uma das ""Covernair Stars"" do aplicativo, por isso é também o nome do aplicativo no Facebook, pois é, quem diz esse aplicativo é melhor do que o Star.",surprise,positive
