content,spacy_lemma,sentiment_polarity,sentiment_polarity_predict
"O app é ótimo! Mais tem algo que me incomoda muito nele, quando a gente vai experimentar um modelo, o modelo fica bugado, travado, e eu não consigo ver como ficou o modelo,como o modelo do GTA,ficou travando e não consegui ver como ficou, quando eu vou editar, dá para ver perfeitamente o resultado,mais o problema é que eu não sei editar! Então fica ruim pra mim,e é melhor pra mim usar modelos,mais trava muito, então fora disse eu AMOOOOOOO, É COMO UM TIKTOK DIFERENCIADO!😍 tchau","['app', 'otimo', 'mais', 'incomodar', 'gente', 'experimentar', 'modelo', 'modelo', 'ficar', 'bugar', 'travar', 'consigo', 'ver', 'ficar', 'modelo', 'ficar', 'travar', 'conseguir', 'ver', 'ficar', 'editar', 'ver', 'perfeitamente', 'resultado', 'problema', 'saber', 'editar', 'entao', 'ficar', 'ruim', 'bom', 'usar', 'modelo', 'trar', 'entao', 'dizer', 'amo', 'como', 'tiktok', 'diferenciar', 'ror', 'sorridente', 'olho', 'coracao', 'tchau']",positive,positive
"Funcionava perfeitamente. Era nota 5. Era ótimo. Após a segunda atualização, ficou instável. DÁ erro, às vezes abre, outras vezes dá erro.","['funcionar', 'perfeitamente', 'nota', 'otimo', 'apo', 'segundo', 'atualizacao', 'ficar', 'instavel', 'erro', 'vez', 'abrir', 'vez', 'erro']",positive,positive
"Eu amei esse app 💜 mais eu vou dar só 4 estrelas pois eu n consegui salvar o vídeo com a música 🥲 e só dá para salvar com a música se eu pagar,então eu n gostei,era para ter a opção de salvar com a música de graça.","['ameir', 'roxo', 'dar', 'estrela', 'pois', 'conseguir', 'salvar', 'video', 'musica', 'rosto', 'sorridente', 'lagrima', 'salvar', 'musica', 'pagar', 'entao', 'gostar', 'opcao', 'salvar', 'musica', 'graco']",negative,negative
"Eu uso o Instagram tá com anos , é lá pra 2021 não tinha esse negócio de nota, de acelerar o áudio, de colocar música na nota, e tudo, até q eu acho legal isso mas porém , devia atualizar o de todo mundo! Pq só de algumas pessoas? Por exemplo o meu tá com mas de 5 mês sem aparecer essa nota , é olhe lá se não for mas, eu tento atualizar mas n vai , uma colega minha disse com um tempo atualiza . E esse tempo não chega más? Só isso gente! Mas a muito bom o aplicativo 🙅🥴","['usar', 'instagr', 'ano', 'negocio', 'nota', 'acelerar', 'audio', 'colocar', 'musica', 'noto', 'acho', 'legal', 'por', 'dever', 'atualizar', 'mundo', 'pessoa', 'exemplo', 'aparecer', 'nota', 'olhar', 'tentar', 'atualizar', 'colega', 'dizer', 'tempo', 'atualiza', 'tempo', 'chegar', 'gente', 'bom', 'aplicativo', 'pessoar', 'fazer', 'gesto', 'rosto', 'embriagar']",positive,positive
"Já presenciei muitos bugs. Quando uso o modo escuro, fica com mais partes brancas do que escuras, além de que não consigo ler as mensagens pois elas ficam da mesma cor do fundo! E quando alguém me manda uma imagem por mensagens, a qualidade da imagem fica horrível, consertem isso aí!","['presenciei', 'bugs', 'quando', 'uso', 'modo', 'escuro', 'ficar', 'parte', 'branco', 'escura', 'aler', 'consigo', 'ler', 'mensagem', 'pois', 'ficar', 'mesmo', 'cor', 'fundo', 'alguir', 'manda', 'imagem', 'mensagem', 'qualidade', 'imagem', 'ficar', 'horrivel', 'consertar']",negative,negative
É bom porém estou com um probleminha toda vez que tento investir e escolho as opções disponíveis o aplicativo manda solicitação para atualizar o aplicativo porém quando atualizo o problema continua e a solicitação continua repetindo.,"['bom', 'por', 'probleminho', 'vez', 'tento', 'investir', 'escolho', 'disponivel', 'aplicativo', 'mandar', 'solicitacao', 'atualizar', 'aplicativo', 'por', 'atualizo', 'problema', 'continuar', 'solicitacao', 'continuar', 'repetir']",positive,positive
"Na hora de comprar é excelente. Pagar , ok! Mas se faltar um item ou mais , vai ficar faltando os clientes vão perder e isso é muito chato. Entrar no perfil , suporte, nem adianta que não resolve . Por que ??? Eu queria respostas sobre item que não recebo e não tenho , exatamente os itens que falta não dar opção pra reclamar. E quando entra em contato com a loja a loja fala que quem resolve é o app. E agora ??? Se pudesse por aqui o nome da loja eu colocaria .","['hora', 'comprar', 'excelente', 'pagar', 'faltar', 'item', 'ficar', 'faltar', 'cliente', 'perder', 'chato', 'entrar', 'suporte', 'adiantar', 'resolver', 'querer', 'resposta', 'item', 'recebo', 'exatamente', 'item', 'faltar', 'dar', 'opcao', 'reclamar', 'entrar', 'contato', 'loja', 'loja', 'falar', 'resolver', 'app', 'agora', 'puder', 'aqui', 'nome', 'loja', 'colocar']",negative,negative
"Se eu pudesse não dava nenhuma, aplicativo horrível, tive vários problemas, entrei em contato com o banco e eles responderam as mensagens porém não tem como eu nem visualizar, eu clico na notificação e abre o aplicativo do banco e aí??? Não tem nada, como eu vejo???????","['poder', 'dar', 'aplicativo', 'horrivel', 'vario', 'problema', 'entrar', 'contato', 'banco', 'responder', 'mensagem', 'por', 'visualizar', 'clico', 'notificacao', 'abrir', 'aplicativo', 'banco', 'vejo']",positive,positive
"Eu amava comprar na Shein,mas desde o começo do mês venho tendo problemas com minhas compras, os produtos internacional,todos com valores entre 2 a 20 reais,foram taxados, e mesmo depois de pagar a bendita taxa,o produto continua parado. Já as compras Nacionais, demora muito pra enviar, pra depois de uns 10 dias esperando,eles cancelaram. Decepcionado,o app já foi bom um dia. Pena que não posso mais dizer o mesmo.","['amar', 'comprar', 'shein', 'comeco', 'mes', 'venho', 'ter', 'problema', 'compra', 'produto', 'internacional', 'valor', 'real', 'taxar', 'pagar', 'bendito', 'taxa', 'produto', 'continuar', 'parar', 'compra', 'nacional', 'demora', 'enviar', 'dia', 'esperar', 'cancelar', 'decepcionar', 'app', 'bom', 'dia', 'pena', 'poder', 'dizer']",positive,positive
"Uso shein a MT tempo,na verdade há alguns anos,gosto de td,tem MT variedade de roupa,acessórios, tem de td,e produtos de ótima qualidade,mas o que está acontecendo que estão com umas taxas absurdas de caras,fui comprar umas lingeries a compra deu $400 reais,com os descontos dos pontos e o cupom caiu $310 fui finalizar estava $800 conto,taxa de td e mais um pouco aí fica complicado.Cobram taxa pra td agora aí chega na alfândega taxa tbm","['uso', 'shein', 'tempo', 'verdade', 'ano', 'gostar', 'variedade', 'roupo', 'acessorio', 'td', 'produto', 'otimo', 'qualidade', 'acontecer', 'taxa', 'absurr', 'caro', 'comprar', 'lingerie', 'compra', 'dar', 'real', 'desconto', 'ponto', 'cupom', 'cair', 'finalizar', 'conto', 'taxa', 'td', 'pouco', 'ficar', 'complicado', 'cobrar', 'taxa', 'td', 'agora', 'ai', 'chega', 'alfandegar', 'taxa', 'tbm']",negative,negative
"O WhatsApp Messenger está horrível! Toda vez que vou gravar um áudio, Ele fica mudo, não sai o som. Daí eu tenho que reiniciar o celular, pra Ele voltar a funcionar e às vezes mesmo reiniciando Ele ainda continua no mudo. E outra coisa, está horrível quando aperto pra ouvir os áudios, pois ele não clicar! (Como se fosse um bug). Resolvam esse problema, por favor!","['whatsapp', 'horrivel', 'vez', 'gravar', 'audio', 'ficar', 'mudo', 'sair', 'som', 'dai', 'reiniciar', 'celular', 'voltar', 'funcionar', 'vez', 'reiniciar', 'ainda', 'continuar', 'mudo', 'coisa', 'horrivel', 'aperto', 'ouvir', 'audio', 'clicar', 'bug', 'resolr', 'problema', 'favor']",positive,positive
Ótimo poder contar com vcs nesta ajuda Obrigado.,"['otimo', 'poder', 'contar', 'vcs', 'ajuda', 'obrigar']",negative,negative
"Adoro amo dms,só não gosto da parte que os meus vídeos flopam mas ok né:). Bem oq eu queria perguntar,era que, quando vcs vão colocar a opção de ver fotos ou criar outra conta e ver lives? Bem que poderia ter isso ocupando menos dados,e só uma ideia minha,mas se gostarem dessa ideia, me respondam pfvr ficarei muito feliz até dms :]","['adorar', 'amo', 'dms', 'gostar', 'parte', 'video', 'flopar', 'ok', 'ne', 'bem', 'querer', 'perguntar', 'vcs', 'colocar', 'opcao', 'ver', 'foto', 'criar', 'conta', 'ver', 'live', 'bem', 'poder', 'ocupar', 'pouco', 'dado', 'ideia', 'gostar', 'ideia', 'respondar', 'pfvr', 'ficarar', 'feliz', 'dms']",negative,negative
Gostei dele nn e como o tik tok normal mas da pra assistir e publicar o unico poblema é q nn to conseguindo assistir lives isso me fez perder 13 lives do meu idolo e isso me deixa muito irritada por favor se der atualizem o tik tok lite esta me deixando muito irritada!!,"['gostar', 'tik', 'tok', 'normal', 'assistir', 'publicar', 'unico', 'poblema', 'conseguir', 'assistir', 'lives', 'fazer', 'perder', 'lives', 'deixar', 'irritado', 'favor', 'der', 'atualizer', 'tik', 'tok', 'litar', 'deixar', 'irritada']",positive,positive
"App completo,mas constantemente tive erros com o app e na descrição do erro diz que é do sistema canva,entao tive que reinstalar para ver se resolve ne....","['app', 'completo', 'constantemente', 'erro', 'app', 'descricao', 'erro', 'dizer', 'sistema', 'entao', 'reinstalar', 'ver', 'resolver', 'ne']",neutral,positive
"Seria bom algumas mudanças, pra quem gosta de personalizar e sabe também. Tipo edição de temas personalizáveis. Ostras configurações de avatar nas fotos e modo de muduras editado , editar cores dasletras dos textos e das hora, data ícones ao lado. Etc. Ficaria show. Obs. Deixar duas versões aqui na loja uma what's mais avançado . Esse que citei é o outro normal padrão. Fica dica","['bom', 'mudanco', 'gosta', 'personalizar', 'saber', 'tipo', 'edicaor', 'tema', 'personalizavel', 'ostras', 'configuracoes', 'avatar', 'foto', 'modo', 'muduro', 'editar', 'editar', 'cor', 'dasletro', 'texto', 'hora', 'data', 'icone', 'lado', 'etc', 'ficar', 'show', 'deixar', 'versoe', 'aqui', 'loja', 'avancar', 'citar', 'normal', 'ficar', 'dico']",positive,negative
muito legal. a variedade é as condições de filtrar de acordo com o interesse pessoal é fantástico.,"['legal', 'variedade', 'condicoes', 'filtrar', 'acordo', 'interesse', 'pessoal', 'fantastico']",positive,positive
"sempre que uso algum modelo na qual utiliza-se o efeito de câmera lenta nos vídeos, aparece essa mensagem: "" Aplicando a função Suavizar câmera lenta"", demora horas e não carrega o efeito, nem sai do 0%. 😀 gostaria que arrumassem isso pois o app em si é muito bom e prático para edições, mas essa situação está me chateando.","['sempre', 'uso', 'modelo', 'utilizar', 'efeito', 'camera', 'video', 'aparecer', 'mensagem', 'aplicar', 'funcao', 'suavizar', 'camera', 'lento', 'hora', 'carregar', 'efeito', 'sair', 'rosto', 'risonho', 'gostar', 'arrumassem', 'pois', 'app', 'bom', 'pratico', 'edicoes', 'situacaar', 'chatear']",negative,negative
"Amo o Instagram. Mas, como tds os app's ele tem 'bugs' e falhas, e nesse caso eu venho tendo esses 'bugs' com MTA frequência. Smp q posto um storie, ele 'buga' e não me deixa ver qm visualizou. Ou quando eu vou tentar editar a foto ou nome de um destaque e ele simplesmente congela a tela e não muda nd. Repito o processo e nunca muda, smp dou na sorte p tentar editar. E até msm na criação de novos destaques isso acontece. Desligo e ligo minha internet e n resolve. Espero que arrumem isso, obg. ♡","['amo', 'instagr', 'tds', 'app', 'bugs', 'falha', 'caso', 'venho', 'ter', 'bugs', 'frequencia', 'posto', 'bugo', 'deixar', 'ver', 'visualizar', 'tentar', 'editar', 'foto', 'nome', 'destaque', 'simplesmente', 'congela', 'tela', 'mudar', 'repito', 'processo', 'nunca', 'mudar', 'dou', 'sorte', 'tentar', 'editar', 'criacao', 'novo', 'destaque', 'acontecer', 'desligo', 'ligo', 'resolver', 'esperar', 'arrumer']",negative,negative
"O aplicativo esta cada dia mais ruim para todas as opções, o suporte por exemplo e muito demorado e muito difícil de falar, e a opção de crédito mds nunca me liberam meu crédito","['aplicativo', 'dia', 'ruim', 'suporte', 'exemplo', 'demorar', 'dificil', 'falar', 'credito', 'nunca', 'liber', 'credito']",negative,negative
"Depois das atualizações tá ruim, os status trava ,estar ruim até para digitar.sem falar que tá quas impossível de ouvir mensagens de áudios, pois os mesmos trava ao clicar em reproduzi e também mesmo o aparelho em nível de volume adequado os áudios as vezes aumenta do nada o volume. 2023","['depois', 'ta', 'ruim', 'trar', 'ruim', 'digitar', 'falar', 'quas', 'impossivel', 'ouvir', 'mensagem', 'audio', 'mesmo', 'trar', 'clicar', 'reproduzi', 'aparelho', 'nivel', 'volume', 'adequado', 'audios', 'vez', 'aumentar', 'volume']",negative,negative
"Aplicativo bom. Já foi muito ruim. Travava muito. Ainda trava um pouco e as vezes demora pra carregar itens selecionados, e fotos, mas conforme as atualizações tem melhorado bastante. As últimas experiências tem sido boas em aspecto geral. Equipe da shopee sempre atenciosa em todas aspectos, e sempre trabalhando nas melhorias.","['aplicativo', 'bom', 'ruim', 'travar', 'ainda', 'trar', 'pouco', 'vez', 'demora', 'carregar', 'item', 'selecionar', 'foto', 'conforme', 'atualizacoes', 'melhorar', 'bastante', 'ultima', 'experiencio', 'bom', 'aspecto', 'geral', 'equipe', 'shopee', 'sempre', 'atencioso', 'aspecto', 'sempre', 'trabalhar', 'melhoria']",positive,positive
"Muito a melhorar. Você adiciona um vídeo, que contém som. Só que você quer tirar ou diminuir o som(pra colocar um áudio) e simplesmente não tem essa opção. O botão do som fica ali, numa linha estática. Você coloca o áudio e sobe o vídeo na linha de cima, o áudio fica mudo; se você coloca o vídeo na mesma linha do som e passar o áudio pra linha de cima, este fica tapando o vídeo.","['muito', 'melhorar', 'voce', 'adicionar', 'video', 'contir', 'som', 'querer', 'tirar', 'diminuir', 'som', 'colocar', 'audio', 'simplesmente', 'opcao', 'som', 'ficar', 'ali', 'linha', 'estatico', 'colocar', 'audio', 'subir', 'video', 'linha', 'audio', 'ficar', 'colocar', 'video', 'mesmo', 'linha', 'som', 'passar', 'audio', 'linha', 'ficar', 'tapar', 'video']",negative,negative
"O app é muito bom e além de facilitar bastante o processo de compra, passa segurança ao cliente. Só precisa melhorar a questão do desempenho, as vezes trava, a pessoa não consegue clicar, precisa esperar alguns segundos ou as vezes até fechar e abrir novamente o app. Mas confio nos desenvolvedores que isso será resolvido em breve afinal o povo quer lucrar kkkkk abç","['app', 'bom', 'aler', 'facilitar', 'bastante', 'processo', 'compra', 'passar', 'seguranca', 'cliente', 'precisar', 'melhorar', 'questao', 'desempenho', 'vez', 'trar', 'pessoa', 'conseguir', 'clicar', 'precisar', 'esperar', 'segundo', 'vez', 'fechar', 'abrir', 'novamente', 'app', 'confiar', 'desenvolvedor', 'resolver', 'afinal', 'povo', 'querer', 'lucrar', 'abc']",negative,negative
"minha experiência com o uso do aplicativo está ficando meio chata pelo fato de quando eu vou colocar o vídeo em câmera lenta depois em suavizar, a barrinha de processo sempre fica no 0, e não é apenas com isso, é com várias outras funções que envolva essa etapa, eu fico horas esperando concluir porém sempre continua no 0, principalmente nos modelos, espero que possam concertar esse problema!","['experiencia', 'uso', 'aplicativo', 'ficar', 'meio', 'chato', 'fato', 'colocar', 'video', 'camera', 'lento', 'suavizar', 'barrinhar', 'sempre', 'ficar', 'apenas', 'vario', 'funcoe', 'envolvir', 'etapa', 'fico', 'hora', 'esperar', 'concluir', 'por', 'sempre', 'continuar', 'principalmente', 'modelo', 'esperar', 'poder', 'concertar', 'problema']",negative,negative
"O app anda bem ruim ultimamente, cheio de bugs e falhas. Tento postar fotos nos stores e ele simplesmente some, como se eu nunca tivesse postado nada, outro problema também é na hora de salvar as fotos, ele n anda salvando as fotos e acabo perdendo muitas fotos por conta disso","['app', 'andar', 'bem', 'ruim', 'ultimamente', 'cheio', 'bugs', 'falho', 'tento', 'postar', 'foto', 'stor', 'simplesmente', 'sumir', 'nunca', 'postar', 'problema', 'hora', 'salvar', 'foto', 'andar', 'salvar', 'foto', 'perder', 'foto', 'contar']",negative,negative
"Assim, recentemente eu venho notando muitos bugs no meu Instagram, travaa nos reels, e até falhas nas minhas postagens. Um dia atrás, fui postar uma foto nos storys com música, e simplesmente travou, não carregou nem nada. Minhas conversas ficam cada vez mais travadas, já tentei atualizar e nada funciona, espero que concertem.","['assim', 'recentemente', 'venho', 'notar', 'bugs', 'instagr', 'travaa', 'reels', 'falho', 'postagem', 'dia', 'atra', 'postar', 'foto', 'storys', 'simplesmente', 'travar', 'carregar', 'conversa', 'ficar', 'vez', 'travada', 'tentar', 'atualizar', 'funcionar', 'esperar', 'concertem']",negative,negative
"Até o momento minha experiência com a Shopee tem sido muito boa. Podem melhorar na parte da avaliação, onde temos todo o trabalho de tirar as fotos e gravar o vídeo e o APP da Shopee NÃO SALVA as informações e, se esbarrarmos o dedo sem querer na tecla voltar ou até mesmo se travar na hora de concluir a avaliação, temos que começar tudo novamente! Isto tem que ser revisado pela equipe de TI com a maior urgência para pouparmos tempo e não precisarmos refazer tudo. Fica a dica!","['momento', 'experiencia', 'shopee', 'bom', 'poder', 'melhorar', 'parte', 'avaliacao', 'trabalho', 'tirar', 'foto', 'gravar', 'video', 'app', 'shopee', 'nao', 'salvar', 'informacoes', 'dedo', 'querer', 'tecla', 'voltar', 'travar', 'hora', 'concluir', 'avaliacao', 'comecar', 'novamente', 'revisar', 'equipe', 'grande', 'urgencia', 'pouparr', 'tempo', 'precisarr', 'refazer', 'ficar', 'dico']",negative,positive
"Capcut, o melhor editor de videos mas todo app tem algo a desejar, exemplo nas proximas atualizações poderiam ter a opção de pesquisar o nome dos efeitos ao invés de fica procurando pois demora bastante a editção, e as vezes mesmo eu exportando com a qualidade 2k/4k fica com uma qualidade bem baixa e não é meu celular ele é bom","['Capcut', 'bom', 'editor', 'video', 'app', 'desejar', 'exemplo', 'proxima', 'atualizacoes', 'poder', 'opcao', 'pesquisar', 'nome', 'efeito', 'inves', 'ficar', 'procurar', 'demor', 'bastante', 'editcao', 'vez', 'exportar', 'qualidade', 'ficar', 'qualidade', 'bem', 'baixo', 'celular', 'bom']",positive,positive
"Um dos melhores apps de compra online os produtos são de excelente qualidade quando é internacional, já nacional os produtos nem sempre vem da cor ou do jeito que escolhemos... Então eu opto sempre por internacional pela qualidade dos produtos ... Esse app eu recomendo, ele é muito bom.","['bom', 'apps', 'compra', 'onlinar', 'produto', 'excelente', 'qualidade', 'internacional', 'nacional', 'produto', 'sempre', 'vir', 'cor', 'jeito', 'escolher', 'entao', 'sempre', 'internacional', 'qualidade', 'produto', 'recomendo', 'bom']",positive,positive
"Gosto muito, mas está com instabilidade e simplesmente não abre o app. Por favor, verifiquem para que eu possa atualizar para 5 estrelas, preciso pagar minha fatura! Já atualizei o app, reiniciei o aparelho, desinstalei e reinstalei o app, mas leva minutos carregando e não abre minha conta, não é a internet pois ultilizei o dia inteiro para vídeo-aulas, Google, YouTube e redes sociais. Aguardo retorno do banco/plataforma.","['gostir', 'instabilidade', 'simplesmente', 'abrir', 'app', 'favor', 'verifiquem', 'poder', 'atualizar', 'estrela', 'preciso', 'pagar', 'fatura', 'atualizei', 'app', 'reiniciei', 'desinstalei', 'reinstalei', 'levar', 'minuto', 'carregar', 'abrir', 'conta', 'ultilizei', 'dia', 'inteiro', 'video', 'aula', 'youtube', 'rede', 'social', 'aguardo', 'retorno', 'Banco', 'plataformar']",positive,positive
"Esse app está piorando cada vez mais! Quando eu adiciono camada simplesmente o app renicia, coisas agora são tupo vip, o que atrapalha nas edições e menos opções, o app também não exporta o vídeo tão fácil, não importa o quão leve seja o vídeo que será exportado...","['piorar', 'vez', 'quando', 'adiciono', 'camar', 'simplesmente', 'app', 'renicia', 'coisa', 'agora', 'tupo', 'vip', 'atrapalhar', 'edicoes', 'menos', 'app', 'exportar', 'video', 'tao', 'facil', 'importa', 'quao', 'levar', 'video', 'exportar']",negative,negative
Em questão a postar vídeos está tudo maravilhoso mais em questão de ganhar dinheiro nao está bom por conta que para de rodar muitas semana e ficamos sem ganhar ...fora isso está tudo bem,"['questao', 'postar', 'video', 'maravilhoso', 'questao', 'ganhar', 'dinheiro', 'nao', 'bom', 'contar', 'rodar', 'semana', 'ficar', 'ganhar', 'bem']",negative,negative
"Ter a conta é ótimo, super prático e fácil. Mas o app precisa melhorar muito! Vive fora do ar, sempre da erro, pix sempre da erro, já passei vários apertos por precisar realizar pagamento e o app travar, me deixando em situações extremamente desconfortáveis. E sempre some o valor da conta, tenho que reiniciar várias vezes pra voltar a aparecer. O suporte é bem lento pra dar resposta também.","['ter', 'conta', 'otimo', 'super', 'pratico', 'facil', 'app', 'precisar', 'melhorar', 'viver', 'ar', 'sempre', 'erro', 'pix', 'sempre', 'erro', 'passar', 'vario', 'aperto', 'precisar', 'realizar', 'pagamento', 'app', 'travar', 'deixar', 'situacoes', 'extremamente', 'desconfortavel', 'sempre', 'sumir', 'valor', 'contar', 'reiniciar', 'vario', 'vez', 'voltar', 'aparecer', 'suporte', 'bem', 'lento', 'dar', 'resposta']",negative,positive
Não tô conseguindo logar porque o SMS com o código não chega. Não é problema no meu chip porque outros SMS estão sempre chegando. Já várias vezes que isso ocorre. Acredito ser um bug do sistema do site ou app. Gostaria que resolvessem isso por favor. Desde já agradeço!,"['nao', 'conseguir', 'logar', 'sms', 'codigo', 'chegar', 'nao', 'problema', 'chip', 'sms', 'sempre', 'chegar', 'vario', 'vez', 'ocorrer', 'acreditar', 'sistema', 'site', 'App', 'gostar', 'resolver', 'favor', 'agradeco']",positive,positive
"Ainda vou ficar falando pq incomoda , deveria ter um modo noturno na shein! A claridade incomoda muito mesmo na luz mínima do celular. E uma das coisas que eu comecei a achar ruim são os pontos que expiram. Bom , tem pessoas que n podem comprar agora e já vão deixando os pontos ali! E muita idiotice colocar os pontos pra expirar. Nem vale tanto apena guardar eles pra comprar algo.","['ainda', 'ficar', 'falar', 'incomoda', 'dever', 'ter', 'modo', 'noturno', 'sheinr', 'claridade', 'incomodo', 'luz', 'minima', 'celular', 'coisa', 'começar', 'achar', 'ruim', 'ponto', 'expir', 'bom', 'pessoa', 'n', 'poder', 'comprar', 'agora', 'deixar', 'ponto', 'ali', 'idiotice', 'colocar', 'ponto', 'expirar', 'valer', 'tanto', 'apenar', 'guardar', 'comprar']",negative,positive
"Esse app está horrível!!! A casa atualização ele está tendo muitos travamentos e bugs, exemplo você vai postar um storys no modo criar lá na forma de texto e simplesmente depois que você digita tudo, o lindo do app da uma travada uma bugada aí e reinicia tudo!!! Tá horrível de verdade, por favor aos envolvidos pra resolver esses bugs sejam mais precisos e resolvam isso, tem muita gente reclamando sobre isso nos seus storys...","['app', 'horrivel', 'casa', 'atualizacao', 'ter', 'travamento', 'bugs', 'exemplo', 'postar', 'storys', 'modo', 'criar', 'forma', 'texto', 'simplesmente', 'digitar', 'lir', 'app', 'travar', 'bugado', 'reinicia', 'horrivel', 'verdade', 'favor', 'envolver', 'resolver', 'bugs', 'preciso', 'resolr', 'gente', 'reclamar']",negative,negative
"A partir de 3 estrelas envia resposta automática e não se importa com as críticas de todo, atendimento péssimo tudo a contactar c o robô ou ""agente"" , se responderem a esta crítica provavelmente vai ser a mensagem automática novamente. A minha reclamação é que antes dava para fazer pagamento via transferência bancária mas retiraram a forma de pagamento mais segura . Já tinha efetuado uma compra antes e ia fazê-lo novamente mas sem essa forma de pagar não consigo. Voltem com a transferência bancá","['partir', 'estrela', 'enviar', 'resposta', 'automatica', 'importar', 'criticas', 'atendimento', 'pessimo', 'contactar', 'robo', 'agente', 'responderem', 'critico', 'provavelmente', 'mensagem', 'automatica', 'novamente', 'reclamacao', 'antes', 'dar', 'fazer', 'pagamento', 'ver', 'transferencia', 'bancario', 'retirar', 'forma', 'pagamento', 'seguro', 'efetuar', 'compra', 'antes', 'faze', 'lo', 'novamente', 'forma', 'pagar', 'consigo', 'voltir', 'transferencia', 'banco']",negative,negative
"App bom porém péssimo pra recuperação de contas. Em uma ""opção"" - que esta mais para uma observação falsa - fala que se tiver uma foto minha no perfil eles podem usar pra fazer uma identificação facial, eu aperto na opção ""sim"" mas só me levam pro código de verificação via SMS (ao qual eu NÃO TENHO ACESSO) e nisso perdi minha conta até hoje. Se isso funcionasse como deveria já teria recuperado o acesso a conta a tempos!! Fora o atraso nas atualizações. App é bom mas tem que melhorar.","['app', 'bom', 'por', 'pessimo', 'recuperacao', 'conto', 'opcao', 'observacao', 'falso', 'falar', 'foto', 'perfil', 'poder', 'usar', 'fazer', 'identificacao', 'facial', 'opcao', 'sim', 'levar', 'pro', 'codigo', 'verificacao', 'ter', 'acesso', 'perdi', 'conta', 'hoje', 'funcionasse', 'dever', 'recuperar', 'acesso', 'contar', 'tempo', 'atraso', 'atualizacoe s', 'app', 'bom', 'melhorar']",positive,positive
"perfeito o app, só deveria melhorar um pouco o teclado na opção de inserir texto, mas é ótimo o app!!","['perfeito', 'app', 'dever', 'melhorar', 'pouco', 'teclado', 'opcao', 'inserir', 'texto', 'otimo', 'appr']",positive,positive
"Eu tenho muitos problemas em abrir o app, o meu fica em loop infinito e não abre por nada. No chat me falam que é um bug temporário mas já faz mais de um mês. Tá literalmente impossível usar o app, tô procurando outro banco pra migrar","['problema', 'abrir', 'app', 'ficar', 'infinito', 'abrir', 'chat', 'falar', 'bug', 'temporario', 'fazer', 'literalmente', 'impossivel', 'usar', 'procurar', 'banco', 'migrar']",positive,positive
Excelente aplicativo de conhecimento e diversão. Recomendo a quem tiver em dúvida Vale muito a pena criar um perfil no Tok Tok. Parabéns aos criadores. Faz o tempo passar mais depressa,"['excelente', 'aplicativo', 'conhecimento', 'diversao', 'recomendo', 'duver', 'valer', 'pena', 'criar', 'perfil', 'tok', 'tok', 'parabem', 'criador', 'fazer', 'tempo', 'passar', 'depressa']",negative,negative
"por enquanto, uma boa experiência no geral, mas fiquei decepcionada com as moedas. Esperava usar tudo sem valor mínimo, mas não é possível.","['bom', 'experiencia', 'geral', 'fiquei', 'decepcionar', 'moeda', 'esperar', 'usar', 'valor', 'minimo', 'possivel']",positive,positive
"Whatsapp é ótimo, mas seria perfeito se nós desse a opção de mudar a estética do aplicativo, por exemplo: Separar conversar normais das de grupo, as vezes temos grupos obrigatórios e que incomoda ficar aquela entrada cheia de caixas de conversa que nem usamos muito como grupo de escola do filho, de trabalho, pessoal poder separar ficaria mais harmonioso o aplicativo. Mudar a cor dos balões de mensagens, do app em si também, fica sempre o verde é enjoativo. Usamos todo dia, fica enjoativo.","['whatsapp', 'otimo', 'perfeito', 'opcao', 'mudar', 'estetica', 'aplicativo', 'exemplo', 'separar', 'conversar', 'normal', 'grupo', 'vez', 'grupo', 'obrigatorio', 'incomoda', 'ficar', 'entrada', 'cheio', 'caixa', 'conversa', 'usar', 'grupo', 'filho', 'trabalho', 'pessoal', 'poder', 'separar', 'ficar', 'harmonioso', 'aplicativo', 'mudar', 'cor', 'baloe', 'mensagem', 'appr', 'ficar', 'sempre', 'verde', 'enjoativo', 'usar', 'dia', 'ficar', 'enjoativo']",positive,positive
App ridículo eu não tinha abaixado o aplicativo e ele aparece toda hora já estou de saco cheio,"['app', 'ridiculo', 'abaixar', 'aplicativo', 'aparecer', 'hora', 'saco', 'cheio']",positive,positive
APP COM VÍRUS FICA A TOFO MOMENTO APRESENTANDO ANÚNCIOS NÃO PERMITINDO FAZER MAIS NADA NO TELEFONE E NOS OUTROS APPS,"['app', 'virus', 'ficar', 'tofo', 'momento', 'apresentar', 'anuncio', 'permitir', 'fazer', 'mais', 'telefone', 'apps']",negative,positive
"Aplicativo é sensacional, um leque de opções e valores, porém a entrega é péssima, demora muito uma compra dentro do próprio estado demora mais de 20 dias para chegar e quando chega a data vem o informativo q vai demorar mais 7 dias úteis devido a alta demanda e se a mesma for pelo correios então é sempre cancela devido a demora para chegar.... Já passou da hora em ter uma transportadora honesta para fazer o serviço.","['aplicativo', 'sensacional', 'leque', 'opcoes', 'valor', 'por', 'entrega', 'pessimo', 'compra', 'dentro', 'proprio', 'estar', 'demora', 'dia', 'chegar', 'chegar', 'data', 'vir', 'informativo', 'demorar', 'dia', 'utel', 'devido', 'alto', 'demanda', 'mesmo', 'correio', 'entao', 'sempre', 'cancelar', 'devido', 'demora', 'chegar', 'passar', 'hora', 'ter', 'transportadora', 'honesto', 'fazer', 'servico']",negative,negative
